Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135071840	XP_063821747.1	XP_004930188.2	101746304.0	LOC101746304	uncharacterized LOC101746304
135071850	XP_063821758.1	XP_004930186.1	101746063.0	LOC101746063	uncharacterized LOC101746063
135071714	XP_063821569.1	XP_004930183.1	101745731.0	TRAM	translocating chain-associated membrane protein 1
135071725	XP_063821578.1	XP_004930181.2	101745490.0	LOC101745490	ATP-dependent 6-phosphofructokinase
135071751	XP_063821613.1	XP_004930179.1	101745249.0	ari-2	E3 ubiquitin-protein ligase ari-2
135071760	XP_063821623.1	XP_012549218.3	101745099.0	RpII215	RNA polymerase II subunit RpII215
135071767	XP_063821637.1	NP_001103398.1	100126169.0	nAChRbeta1	nicotinic acetylcholine receptor beta1
135071820	XP_063821720.1	NP_001103391.1	100126156.0	nAChRalpha7	nicotinic Acetylcholine Receptor alpha7
135071858	XP_063821769.1	XP_004930177.1	101744953.0	LOC101744953	dentin sialophosphoprotein
135071863	XP_063821781.1	XP_004930315.1	101740199.0	LOC101740199	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2
135081156	XP_063832269.1	XP_012549181.1	101744715.0	LOC101744715	band 4.1-like protein 4
135075735	XP_063826268.1	XP_004930175.1	101744573.0	LOC101744573	cilia- and flagella-associated protein 161
135075740	XP_063826281.1	XP_021206368.1	110385902.0	LOC110385902	probable RNA-directed DNA polymerase from transposon BS
135071873	XP_063821792.1	XP_021206364.1	101744142.0	LOC101744142	cartilage-associated protein
135071892	XP_063821824.1	XP_004930171.1	101743997.0	Patj	patj crumbs cell polarity complex component
135071880	XP_063821804.1	XP_004930169.1	733062.0	LOC733062	very long-chain-fatty-acid--CoA ligase bubblegum
135071910	XP_063821849.1	XP_004930165.1	101743324.0	sau	Golgi phosphoprotein 3 homolog sauron
135071901	XP_063821837.1	XP_004930164.1	101743188.0	LOC101743188	C-Maf-inducing protein
135082103	XP_063833273.1				
135075749	XP_063826293.1	XP_021206279.1	101739793.0	LOC101739793	inactive CLIP domain-containing serine protease A8
135083085	XP_063834232.1	XP_021206277.1	101739648.0	L	zinc finger protein Lobe
135084065	XP_063835212.1				
135072122	XP_063822148.1	XP_037867282.2	101743040.0	LOC101743040	F-box/LRR-repeat protein 14
135072064	XP_063822081.1	NP_001243985.1	100862835.0	Hsf	Heat shock factor
135071937	XP_063821899.1	XP_004930162.1	101742899.0	Sc2	trans-2,3-enoyl-CoA reductase Sc2
135071917	XP_063821862.1	XP_021206296.1	105842201.0	tous	testes of unusual size
135072178	XP_063822207.1	XP_004930160.1	101742602.0	LOC101742602	uncharacterized LOC101742602
135072132	XP_063822156.1	NP_001233145.1	100620062.0	LOC100620062	71 kDa protein
135071943	XP_063821912.1	XP_004930158.1	101742309.0	LOC101742309	protein naked cuticle homolog
135071952	XP_063821921.1	XP_012549302.2	101742168.0	LOC101742168	ras GTPase-activating-like protein IQGAP1
135071958	XP_063821935.1	XP_004930156.1	101742026.0	PIG-N	Phosphatidylinositol glycan anchor biosynthesis class N
135075768	XP_063826322.1	XP_004930154.1	101741776.0	LOC101741776	methyltransferase-like 26
135072198	XP_063822224.1	XP_004930152.2	101741497.0	LOC101741497	uncharacterized LOC101741497
135072048	XP_063822055.1	XP_004930153.1	101741638.0	LOC101741638	semaphorin-1A
135072141	XP_063822163.1	NP_001266428.1	101741261.0	Bm-re	major facilitator superfamily domain-containing protein 12-like
135071966	XP_063821945.1	NP_001106734.1	100134916.0	Chd1	chromodomain-helicase-DNA-binding protein 1
135085002	XP_063836177.1	XP_021206293.1	101739084.0	LOC101739084	agrin
135072035	XP_063822033.1	XP_037866861.2	101738670.0	LOC101738670	agrin
135072009	XP_063822002.1	NP_001239600.1	100852387.0	LOC100852387	luciferin 4-monooxygenase
135071999	XP_063821991.1				
135076741	XP_063827235.1				
135075830	XP_063826364.1	XP_004930149.1	101740879.0	LOC101740879	probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
135072018	XP_063822015.1	XP_012549316.1	101740740.0	LOC101740740	uncharacterized LOC101740740
135072227	XP_063822245.1	XP_004930147.2	101740603.0	LOC101740603	uncharacterized LOC101740603
135072216	XP_063822236.1	XP_037867094.1	101738267.0	kl-3	dynein heavy chain 8, axonemal kl-3
135072323	XP_063822316.1	XP_004930146.1	101740378.0	LOC101740378	DNA helicase MCM8
135075846	XP_063826382.1	XP_037867102.1	105842186.0	rasp	protein-cysteine N-palmitoyltransferase Rasp
135072239	XP_063822255.1	XP_004930144.1	101740244.0	LOC101740244	endoribonuclease CG2145
135072250	XP_063822262.1	XP_004930142.2	101739976.0	Nt5c	5' nucleotidase C
135072263	XP_063822277.1	XP_004930143.1	101740108.0	LOC101740108	endoribonuclease CG2145
135075856	XP_063826388.1	XP_004930141.1	101739838.0	LOC101739838	uncharacterized LOC101739838
135072274	XP_063822286.1	XP_012549213.2	101739696.0	dyl	dusky-like
135076751	XP_063827246.1	XP_021206225.2	101739552.0	LOC101739552	uncharacterized LOC101739552
135072299	XP_063822306.1	NP_001093307.1	100101214.0	msl-2	male-specific lethal 2
135072355	XP_063822321.1	XP_012549214.1	101737873.0	LOC101737873	phospholipase A2 inhibitor beta
135072339	XP_063822317.1	NP_001040320.1	693102.0	Upf3	UPF3 regulator of nonsense mediated mRNA decay
135072397	XP_063822380.1	XP_004930138.1	101739277.0	mRpS28	mitochondrial ribosomal protein S28
135072363	XP_063822334.1	XP_004930134.1	101738857.0	LOC101738857	glutaminase kidney isoform, mitochondrial
135085979	XP_063837143.1	NP_001103833.1	100126560.0	Cyp4m5	cytochrome P450 monooxygenase Cyp4M5
135075890	XP_063826422.1				
135072534	XP_063822550.1	NP_001037073.1	692627.0	LOC692627	glucosidase
135072551	XP_063822580.1	NP_001116819.1	100144579.0	yki	Transcriptional coactivator yki
135076761	XP_063827257.1				
135072510	XP_063822524.1	XP_004930132.1	101738135.0	LOC101738135	nicotinate phosphoribosyltransferase
135072613	XP_063822681.1	XP_012549232.1	101737787.0	capt	adenylyl cyclase-associated protein 1
135072575	XP_063822613.1	XP_004930125.1	101737648.0	LOC101737648	uncharacterized LOC101737648
135072415	XP_063822389.1	XP_012549231.2	101737507.0	LOC101737507	uncharacterized LOC101737507
135072599	XP_063822656.1	XP_012549187.1	105842196.0	LOC105842196	uncharacterized LOC105842196
135072436	XP_063822408.1	XP_004930124.1	101737366.0	LOC101737366	bile salt-activated lipase
135076771	XP_063827270.1	XP_004930296.3	101737595.0	LOC101737595	cell surface glycoprotein 1
135072446	XP_063822420.1	XP_004930122.1	101737075.0	LOC101737075	nucleoside diphosphate kinase 7
135072588	XP_063822634.1	XP_004930119.1	101736725.0	LOC101736725	nucleoside diphosphate kinase 7
135072626	XP_063822702.1	XP_062524715.1	134198932.0	LOC134198932	ARL14 effector protein-like
135072604	XP_063822669.1	XP_004930118.1	101736490.0	Rpb12	DNA-directed RNA polymerases I, II, and III subunit Rpb12
135072453	XP_063822433.1	XP_021206249.2	101737452.0	LOC101737452	uncharacterized LOC101737452
135072477	XP_063822471.1	XP_037866911.1	119628509.0	Rpn13	regulatory particle non-ATPase 13
135072619	XP_063822691.1	XP_004930115.1	101736197.0	LOC101736197	tumor protein D54
135072482	XP_063822483.1	NP_001095931.1	100124421.0	Ago1	argonaute 1
135075916	XP_063826442.1	XP_004930114.1	101736060.0	mRpL53	mitochondrial ribosomal protein L53
135075908	XP_063826436.1	XP_062524718.1	134198937.0	LOC134198937	uncharacterized LOC134198937
135072652	XP_063822737.1	NP_001037404.1	692936.0	eIF3e	eukaryotic translation initiation factor 3 subunit e
135072769	XP_063822879.1	XP_004930111.2	101735661.0	pps	protein partner of snf
135072802	XP_063822912.1	XP_004930112.1	101735806.0	rswl	tRNA methyltransferase roswell
135072861	XP_063822971.1	NP_001040172.1	692862.0	LOC692862	peptidyl-prolyl cis-trans isomerase
135072881	XP_063822984.1	XP_012549229.1	101735524.0	Oatp30B	Organic anion transporting polypeptide 30B
135072685	XP_063822766.1				
135075929	XP_063826449.1				
135075938	XP_063826459.1				
135075952	XP_063826472.1				
135075963	XP_063826483.1	XP_004930107.1	101747047.0	LOC101747047	adhesive plaque matrix protein
135076779	XP_063827281.1				
135075971	XP_063826491.1				
135072818	XP_063822929.1	XP_062524721.1	134198691.0	LOC134198691	keratin-associated protein 10-5-like
135076786	XP_063827293.1	XP_012549281.1	101737164.0	LOC101737164	uncharacterized LOC101737164
135075987	XP_063826505.1	XP_012549133.1	101737029.0	LOC101737029	pancreatic lipase-related protein 2
135072852	XP_063822964.1	XP_004930102.1	101746398.0	LOC101746398	5'-deoxynucleotidase HDDC2
135072871	XP_063822979.1	XP_004930101.1	101746259.0	LOC101746259	putative SERF-like protein
135072743	XP_063822852.1	XP_004930100.1	101746116.0	tun	N-terminal glutamine amidase tungus
135072702	XP_063822796.1	XP_037866936.1	101745776.0	LOC101745776	methionine aminopeptidase 1D, mitochondrial
135072750	XP_063822860.1	NP_001037345.1	692764.0	Cdc10	cyclin-dependent kinase 10
135086830	XP_063838032.1	XP_004930449.1	101741589.0	LOC101741589	zinc finger protein weckle
135072794	XP_063822904.1	NP_001103392.1	100126157.0	nAChRa5	nicotinic acetylcholine receptor subunit alpha 5
135072785	XP_063822895.1	XP_004930096.1	101745626.0	LOC101745626	dynein regulatory complex subunit 5
135075997	XP_063826515.1	XP_012549131.4	101745248.0	LOC101745248	uncharacterized LOC101745248
135072911	XP_063823008.1				
135072901	XP_063822999.1	XP_037867265.1	105842183.0	LOC105842183	uncharacterized LOC105842183
135072923	XP_063823013.1	XP_037867153.1	101736772.0	LOC101736772	uncharacterized LOC101736772
135072931	XP_063823020.1	XP_004930093.2	101745098.0	LOC101745098	uncharacterized LOC101745098
135076007	XP_063826525.1				
135072942	XP_063823026.1	XP_037867157.1	101736629.0	LOC101736629	cytosolic carboxypeptidase 1
135073029	XP_063823104.1	XP_037867166.1	101744379.0	LOC101744379	uncharacterized LOC101744379
135073085	XP_063823193.1	XP_037867169.1	101736491.0	hook	hook microtubule tethering protein
135072992	XP_063823064.1	XP_037867032.1	101738685.0	LOC101738685	probable RNA helicase armi
135073076	XP_063823165.1	XP_037867054.1	101736370.0	LOC101736370	gem-associated protein 2
135073052	XP_063823137.1	XP_004930084.2	101744141.0	LOC101744141	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
135073024	XP_063823092.1	NP_001040113.1	692801.0	LOC692801	cystathionine gamma-lyase
135073002	XP_063823072.1	NP_001136085.1	100216497.0	Ctf4	Chromosome transmission fidelity 4
135073011	XP_063823082.1	XP_004930083.1	101743996.0	LOC101743996	mitochondrial enolase superfamily member 1
135073066	XP_063823154.1	XP_037866830.1	101736240.0	LOC101736240	protein immune deficiency
135087590	XP_063838425.1	XP_004930082.2	101736104.0	LOC101736104	short stature homeobox protein 2
135087679	XP_063838536.1				
135076031	XP_063826553.1	XP_012549317.3	101735841.0	LOC101735841	glycosaminoglycan xylosylkinase homolog
135076053	XP_063826579.1				
135073079	XP_063823180.1				
135072976	XP_063823051.1	NP_001037011.1	692560.0	InR	insulin receptor
135087762	XP_063838656.1				
135076062	XP_063826592.1	XP_012549337.1	101743466.0	MESR6	misexpression suppressor of ras 6
135073100	XP_063823211.1	XP_004930078.1	101743323.0	LOC101743323	lamin-C
135073109	XP_063823223.1	XP_004930077.1	101743187.0	Mtr4	exosome RNA helicase Mtr4
135073164	XP_063823289.1	XP_004930281.2	101735565.0	stol	voltage-dependent calcium channel subunit stolid
135073119	XP_063823233.1	XP_004930076.2	101743039.0	LOC101743039	protein patched
135073146	XP_063823266.1	XP_004930075.1	101742898.0	LOC101742898	ubiquitin-protein ligase E3C
135073138	XP_063823253.1				
135073129	XP_063823244.1	XP_004930073.1	101735432.0	LOC101735432	leucine-rich repeat-containing protein 70
135073156	XP_063823276.1	XP_004930074.1	101742601.0	Shark	SH2 ankyrin repeat kinase
135073168	XP_063823303.1	XP_012549267.1	101747221.0	LOC101747221	uncharacterized LOC101747221
135073198	XP_063823354.1	XP_062524746.1	101741825.0	LOC101741825	lipoyltransferase 1, mitochondrial
135073209	XP_063823372.1				
135087843	XP_063838778.1	XP_062529173.1	105842571.0	LOC105842571	uncharacterized LOC105842571
135076074	XP_063826600.1	NP_001038957.1	751613.0	Uccr	ubiquinol-cytochrome C reductase complex 14kD subunit
135073215	XP_063823385.1	XP_037867225.1	101741541.0	Snx17	sorting nexin 17
135073263	XP_063823447.1	XP_004930064.1	101741400.0	Lis-1	LisH and WD40 domain-containing Lis-1
135073225	XP_063823397.1	XP_062524748.1	134198944.0	LOC134198944	uncharacterized LOC134198944
135073280	XP_063823469.1	XP_004930062.1	101741167.0	LOC101741167	alkaline ceramidase
135073291	XP_063823478.1	NP_001040103.1	692791.0	purple	6-pyruvoyl tetrahydrobiopterin synthase purple
135073272	XP_063823459.1				
135073301	XP_063823491.1	XP_037867183.1	101746171.0	wal	electron transfer flavoprotein subunit alpha wal
135076083	XP_063826611.1				
135076091	XP_063826622.1	XP_037867245.1	101740878.0	LOC101740878	fork head domain-containing protein FD4
135073348	XP_063823572.1	NP_001040455.1	732994.0	mRF1	mitochondrial translation release factor 1
135073307	XP_063823502.1	XP_012549261.2	101746672.0	stj	voltage-dependent calcium channel subunit straightjacket
135073357	XP_063823582.1	XP_012549334.2	101746536.0	Ca-Ma2d	Ca[2+] channel Muscle-specific alpha2/delta subunit
135087930	XP_063838893.1	XP_004930273.2	101746399.0	LOC101746399	protein rolling stone
135073375	XP_063823600.1				
135073383	XP_063823613.1	XP_062524476.1	101746260.0	LOC101746260	uncharacterized LOC101746260
135073406	XP_063823660.1				
135073415	XP_063823669.1				
135073398	XP_063823649.1				
135073393	XP_063823636.1	XP_021206240.1	101746117.0	LOC101746117	protein rolling stone
135088013	XP_063838998.1	XP_004930057.3	101740465.0	LOC101740465	protein rolling stone
135076109	XP_063826643.1				
135088115	XP_063839103.1	XP_037866873.2	101744592.0	LOC101744592	zinc finger protein 76
135076118	XP_063826655.1				
135076127	XP_063826668.1				
135073438	XP_063823693.1	XP_037866824.1	101745833.0	LOC101745833	uncharacterized LOC101745833
135073898	XP_063824221.1	NP_001040167.1	692857.0	LOC692857	acid phosphatase isoenzyme
135073467	XP_063823723.1	XP_004930054.1	101740107.0	LOC101740107	alpha/beta hydrolase domain-containing protein 17B
135073477	XP_063823733.1	XP_062532611.1	134201547.0	LOC134201547	uncharacterized LOC134201547
135076164	XP_063826703.1	XP_004930056.1	101740243.0	LOC101740243	F-box/WD repeat-containing protein 9
135073487	XP_063823744.1	XP_021206275.2	101745535.0	LOC101745535	DNA ligase 4
135073534	XP_063823785.1	XP_004930266.1	101745391.0	dmrt11E	doublesex-Mab related 11E
135073545	XP_063823793.1	XP_037866786.2	101745250.0	LOC101745250	transportin-1
135073496	XP_063823754.1	XP_037866788.1	119628501.0	LOC119628501	probable dimethyladenosine transferase
135073504	XP_063823761.1	NP_001091805.1	778510.0	ND-B17	NADH dehydrogenase (ubiquinone) B17 subunit
135073513	XP_063823771.1	NP_001036996.1	692545.0	P38mapk	p38 map kinase
135088203	XP_063839191.1	XP_004930051.1	101739792.0	Topors	Topoisomerase I-interacting protein
135073583	XP_063823822.1	NP_001093287.1	100101189.0	ND-13B	NADH dehydrogenase (ubiquinone) subunit ND-13B
135073574	XP_063823816.1	XP_004930049.1	101739507.0	LOC101739507	tax1-binding protein 3 homolog
135073556	XP_063823799.1	XP_004930048.2	101739364.0	LOC101739364	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
135073811	XP_063824083.1	XP_004930044.2	101738901.0	Oat	Ornithine aminotransferase precursor
135073826	XP_063824100.1	XP_004930046.1	101739041.0	LOC101739041	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
135073771	XP_063824015.1	XP_012549160.2	101738757.0	kcc	solute carrier family 12 member kcc
135073885	XP_063824195.1				
135073863	XP_063824158.1				
135076795	XP_063827308.1				
135073593	XP_063823830.1				
135076802	XP_063827321.1				
135073602	XP_063823837.1				
135073880	XP_063824181.1				
135073837	XP_063824123.1				
135073872	XP_063824169.1	XP_004930041.1	101738495.0	LOC101738495	trypsin, alkaline A
135073891	XP_063824209.1				
135073614	XP_063823846.1	XP_004930039.2	101738222.0	LOC101738222	monocarboxylate transporter 9
135073624	XP_063823856.1	XP_004930038.1	101738091.0	LOC101738091	uncharacterized LOC101738091
135073634	XP_063823865.1				
135073674	XP_063823892.1				
135076194	XP_063826743.1				
135073786	XP_063824036.1	XP_012549159.3	101737829.0	LOC101737829	uncharacterized LOC101737829
135073852	XP_063824147.1				
135073690	XP_063823897.1				
135073699	XP_063823908.1				
135073711	XP_063823928.1				
135076210	XP_063826767.1				
135088320	XP_063839271.1				
135073845	XP_063824134.1				
135088430	XP_063839352.1				
135073719	XP_063823942.1				
135088522	XP_063839463.1	XP_004930035.1	101737593.0	LOC101737593	uncharacterized LOC101737593
135073725	XP_063823955.1	XP_004930032.1	101737365.0	Arf51F	ADP-ribosylation factor 6
135073744	XP_063823982.1	XP_004930031.2	101737215.0	LOC101737215	leucine-rich PPR motif-containing protein, mitochondrial
135073751	XP_063823995.1	XP_062524780.1	101744094.0	LOC101744094	intraflagellar transport protein 74 homolog
135088589	XP_063839595.1				
135071062	XP_063820915.1	XP_004930258.3	101743945.0	LOC101743945	putative serine protease K12H4.7
135071151	XP_063821024.1				
135073795	XP_063824047.1	XP_004930030.2	101737074.0	exp	expansion
135071342	XP_063821235.1	XP_062524477.1	101743793.0	Dhc93AB	Dynein heavy chain at 93AB
135073760	XP_063824004.1				
135071438	XP_063821324.1				
135073913	XP_063824237.1	XP_037867087.1	101743647.0	Khc-73	Kinesin heavy chain 73
135076240	XP_063826795.1	XP_004930028.1	101736771.0	PI31	Proteasome inhibitor 31 kDa
135074082	XP_063824460.1	XP_037867246.1	101743511.0	LOC101743511	PRL-1 phosphatase
135076250	XP_063826807.1	XP_021204376.2	105841800.0	LOC105841800	uncharacterized LOC105841800
135076260	XP_063826817.1	XP_062532122.1	134201407.0	LOC134201407	putative nuclease HARBI1
135073943	XP_063824279.1	XP_004930027.2	101736628.0	phr	deoxyribodipyrimidine photo-lyase photorepair
135073951	XP_063824292.1	XP_012549319.1	101736489.0	LOC101736489	ankyrin repeat and MYND domain-containing protein 1
135071540	XP_063821416.1	XP_004930254.2	101743232.0	LOC101743232	uncharacterized LOC101743232
135073960	XP_063824303.1	NP_001243914.1	100862756.0	egr	TNF superfamily member 12 eiger
135073969	XP_063824315.1	NP_001243913.1	100862755.0	LOC100862755	TNFSF5
