ostrinia_nubilalis	drosophila_melanogaster
XP_063822788.1	NP_723737.1
XP_063822796.1	NP_609401.2
XP_063822799.1	NP_609537.1
XP_063822801.1	NP_610287.2
XP_063822802.1	NP_608922.1
XP_063822806.1	NP_651797.1
XP_063822807.1	NP_610453.1
XP_063822808.1	NP_573301.2
XP_063822809.1	NP_722959.1
XP_063822810.1	NP_608612.3
XP_063822811.1	NP_001137767.1
XP_063822813.1	NP_001162885.1
XP_063822817.1	NP_573032.1
XP_063822819.1	NP_001097107.1
XP_063822821.1	NP_477354.1
XP_063822822.1	NP_651530.1
XP_063822823.1	NP_787957.1
XP_063822824.1	NP_609121.2
XP_063822826.1	NP_477017.1
XP_063822827.1	NP_609585.1
XP_063822828.1	NP_608461.1
XP_063822829.1	NP_650679.3
XP_063822830.1	NP_609837.1
XP_063822831.1	NP_610589.2
XP_063822832.1	NP_724049.1
XP_063822834.1	NP_608708.2
XP_063822837.1	NP_608640.2
XP_063822838.1	NP_724052.1
XP_063822848.1	NP_652052.1
XP_063822850.1	NP_609830.2
XP_063822852.1	NP_611061.1
XP_063822853.1	NP_523498.2
XP_063822860.1	NP_523674.1
XP_063822861.1	NP_648151.2
XP_063822865.1	NP_524871.1
XP_063822866.1	NP_608822.1
XP_063822867.1	NP_477011.1
XP_063822868.1	NP_609450.1
XP_063822869.1	NP_609451.1
XP_063822872.1	NP_476916.4
XP_063822874.1	NP_649074.2
XP_063822879.1	NP_650193.1
XP_063822880.1	NP_647681.2
XP_063822884.1	NP_608924.1
XP_063822889.1	NP_609156.1
XP_063822893.1	NP_476851.2
XP_063822894.1	NP_608498.3
XP_063822895.1	NP_650641.2
XP_063822896.1	NP_608703.2
XP_063822897.1	NP_610273.1
XP_063822900.1	NP_723600.2
XP_063822902.1	NP_476966.1
XP_063822903.1	NP_609149.3
XP_063822908.1	NP_001036333.1
XP_063822912.1	NP_611335.1
XP_063822913.1	NP_523575.1
XP_063822914.1	NP_724119.1
XP_063822922.1	NP_609594.2
XP_063822927.1	NP_477140.1
XP_063822928.1	NP_608968.2
XP_063822931.1	NP_608558.1
XP_063822932.1	NP_477092.1
XP_063822936.1	NP_731930.3
XP_063822937.1	NP_572965.1
XP_063822938.1	NP_651832.3
XP_063822940.1	NP_650389.2
XP_063822947.1	NP_609117.4
XP_063822948.1	NP_523447.2
XP_063822954.1	NP_608503.1
XP_063822955.1	NP_996499.1
XP_063822956.1	NP_647657.1
XP_063822959.1	NP_001015505.5
XP_063822963.1	NP_476659.1
XP_063822964.1	NP_609052.1
XP_063822966.1	NP_477040.1
XP_063822967.1	NP_731803.1
XP_063822976.1	NP_649209.1
XP_063822977.1	NP_611428.1
XP_063822979.1	NP_732133.1
XP_063822982.1	NP_612086.1
XP_063822983.1	NP_610297.2
XP_063822984.1	NP_609293.2
XP_063822985.1	NP_524795.2
XP_063822988.1	NP_608734.2
XP_063822989.1	NP_609609.1
XP_063822991.1	NP_609590.1
XP_063822992.1	NP_620471.3
XP_063822995.1	NP_524939.1
XP_063822996.1	NP_523805.1
XP_063822997.1	NP_611604.1
XP_063822999.1	NP_651842.3
XP_063823001.1	NP_476949.2
XP_063823004.1	NP_650270.1
XP_063823006.1	NP_652184.2
XP_063823007.1	NP_609175.2
XP_063823009.1	NP_609176.1
XP_063823010.1	NP_608524.1
XP_063823011.1	NP_609289.1
XP_063823012.1	NP_649748.1
XP_063823018.1	NP_001036339.1
XP_063823021.1	NP_609206.1
XP_063823023.1	NP_001104054.3
XP_063823024.1	NP_523559.3
XP_063823028.1	NP_651226.1
XP_063823029.1	NP_524942.1
XP_063823032.1	NP_647661.1
XP_063823033.1	NP_651807.1
XP_063823034.1	NP_648767.1
XP_063823046.1	NP_650698.1
XP_063823047.1	NP_651532.1
XP_063823051.1	NP_524436.2
XP_063823057.1	NP_477068.1
XP_063823059.1	NP_652056.2
XP_063823060.1	NP_608544.1
XP_063823064.1	NP_647816.2
XP_063823065.1	NP_001036442.1
XP_063823066.1	NP_609167.3
XP_063823068.1	NP_651529.2
XP_063823071.1	NP_608710.1
XP_063823072.1	NP_610921.1
XP_063823073.1	NP_609581.3
XP_063823074.1	NP_609179.2
XP_063823075.1	NP_609178.1
XP_063823076.1	NP_651596.1
XP_063823077.1	NP_609375.1
XP_063823078.1	NP_476834.1
XP_063823081.1	NP_609789.1
XP_063823085.1	NP_648824.1
XP_063823086.1	NP_648474.1
XP_063823092.1	NP_611352.1
XP_063823093.1	NP_652027.2
XP_063823094.1	NP_727544.2
XP_063823103.1	NP_610877.2
XP_063823104.1	NP_001027435.2
XP_063823110.1	NP_611183.1
XP_063823115.1	NP_610873.1
XP_063823116.1	NP_524098.2
XP_063823120.1	NP_524215.2
XP_063823123.1	NP_477130.1
XP_063823124.1	NP_477157.1
XP_063823126.1	NP_610807.3
XP_063823128.1	NP_611690.2
XP_063823129.1	NP_572882.1
XP_063823130.1	NP_608913.1
XP_063823131.1	NP_611257.1
XP_063823132.1	NP_524178.2
XP_063823134.1	NP_648723.1
XP_063823135.1	NP_651099.1
XP_063823137.1	NP_608675.1
XP_063823139.1	NP_610144.1
XP_063823141.1	NP_477392.1
XP_063823150.1	NP_001036705.1
XP_063823151.1	NP_609202.1
XP_063823152.1	NP_001104459.2
XP_063823154.1	NP_573394.1
XP_063823156.1	NP_651537.3
XP_063823157.1	NP_476963.1
XP_063823158.1	NP_995665.1
XP_063823159.1	NP_609230.2
XP_063823160.1	NP_523524.2
XP_063823161.1	NP_608831.1
XP_063823163.1	NP_523398.1
XP_063823165.1	NP_649092.1
XP_063823180.1	NP_730334.2
XP_063823182.1	NP_573054.2
XP_063823183.1	NP_647801.1
XP_063823188.1	NP_573163.1
XP_063823189.1	NP_573162.1
XP_063823191.1	NP_525037.1
XP_063823193.1	NP_476573.1
XP_063823194.1	NP_609084.1
XP_063823197.1	NP_651234.1
XP_063823199.1	NP_477367.1
XP_063823200.1	NP_573213.1
XP_063823201.1	NP_610347.3
XP_063823203.1	NP_573161.1
XP_063823204.1	NP_609334.1
XP_063823205.1	NP_647790.1
XP_063823206.1	NP_525043.1
XP_063823207.1	NP_787968.1
XP_063823208.1	NP_611883.1
XP_063823211.1	NP_523742.2
XP_063823212.1	NP_648724.1
XP_063823214.1	NP_476841.1
XP_063823215.1	NP_648640.1
XP_063823216.1	NP_648348.1
XP_063823217.1	NP_477420.1
XP_063823218.1	NP_524646.5
XP_063823219.1	NP_511169.1
XP_063823222.1	NP_649589.1
XP_063823223.1	NP_524929.1
XP_063823224.1	NP_660193.1
XP_063823225.1	NP_573361.1
XP_063823229.1	NP_649176.1
XP_063823230.1	NP_524132.1
XP_063823232.1	NP_572362.1
XP_063823233.1	NP_523661.2
XP_063823234.1	NP_573225.1
XP_063823237.1	NP_610854.1
XP_063823243.1	NP_573367.1
XP_063823244.1	NP_609761.1
XP_063823246.1	NP_524030.2
XP_063823249.1	NP_728186.1
XP_063823250.1	NP_569959.1
XP_063823251.1	NP_573376.2
XP_063823263.1	NP_476792.1
XP_063823266.1	NP_611896.1
XP_063823267.1	NP_648500.1
XP_063823268.1	NP_610355.1
XP_063823269.1	NP_648660.1
XP_063823270.1	NP_648618.1
XP_063823271.1	NP_788549.1
XP_063823272.1	NP_572914.2
XP_063823274.1	NP_525077.2
XP_063823276.1	NP_524743.2
XP_063823278.1	NP_572721.1
XP_063823282.1	NP_608377.1
XP_063823283.1	NP_608694.2
XP_063823287.1	NP_611979.1
XP_063823288.1	NP_572913.1
XP_063823289.1	NP_001097163.3
XP_063823296.1	NP_573305.2
XP_063823300.1	NP_569958.2
XP_063823303.1	NP_609130.1
XP_063823307.1	NP_572720.2
XP_063823311.1	NP_648512.2
XP_063823316.1	NP_523402.4
XP_063823323.1	NP_572693.1
XP_063823325.1	NP_523455.2
XP_063823326.1	NP_536744.2
XP_063823328.1	NP_652671.1
XP_063823329.1	NP_649196.3
XP_063823331.1	NP_511092.2
XP_063823333.1	NP_728794.1
XP_063823334.1	NP_476745.1
XP_063823339.1	NP_525052.1
XP_063823341.1	NP_477454.1
XP_063823342.1	NP_477227.2
XP_063823348.1	NP_610057.1
XP_063823349.1	NP_523509.2
XP_063823354.1	NP_611097.2
XP_063823359.1	NP_608380.1
XP_063823365.1	NP_610503.1
XP_063823366.1	NP_652022.1
XP_063823370.1	NP_648779.1
XP_063823371.1	NP_610806.2
XP_063823372.1	NP_001188959.1
XP_063823373.1	NP_648650.1
XP_063823379.1	NP_648053.1
XP_063823382.1	NP_652603.1
XP_063823385.1	NP_609353.1
XP_063823387.1	NP_610759.2
XP_063823388.1	NP_610716.1
XP_063823389.1	NP_609112.1
XP_063823390.1	NP_524841.1
XP_063823391.1	NP_611894.1
XP_063823392.1	NP_608646.3
XP_063823395.1	NP_523925.1
XP_063823396.1	NP_569961.2
XP_063823398.1	NP_611223.4
XP_063823399.1	NP_476643.1
XP_063823400.1	NP_477122.1
XP_063823408.1	NP_649000.1
XP_063823409.1	NP_476861.1
XP_063823411.1	NP_610362.1
XP_063823412.1	NP_608326.1
XP_063823414.1	NP_523680.1
XP_063823415.1	NP_572524.1
XP_063823416.1	NP_524166.2
XP_063823419.1	NP_726309.3
XP_063823421.1	NP_001036396.2
XP_063823427.1	NP_648538.1
XP_063823429.1	NP_523719.1
XP_063823431.1	NP_572638.1
XP_063823433.1	NP_523835.2
XP_063823434.1	NP_572522.2
XP_063823436.1	NP_572290.2
XP_063823439.1	NP_536738.3
XP_063823440.1	NP_572355.1
XP_063823441.1	NP_524190.2
XP_063823442.1	NP_610501.1
XP_063823443.1	NP_572581.1
XP_063823444.1	NP_647637.1
XP_063823445.1	NP_648687.1
XP_063823448.1	NP_523364.2
XP_063823449.1	NP_608342.1
XP_063823450.1	NP_570019.1
XP_063823453.1	NP_001015151.1
XP_063823454.1	NP_730661.2
XP_063823460.1	NP_648929.1
XP_063823462.1	NP_477377.1
XP_063823464.1	NP_477390.1
XP_063823469.1	NP_610020.1
XP_063823478.1	NP_724244.1
XP_063823479.1	NP_476618.1
XP_063823480.1	NP_523613.4
XP_063823481.1	NP_572884.1
XP_063823482.1	NP_610363.1
XP_063823483.1	NP_001303349.1
XP_063823484.1	NP_611087.1
XP_063823485.1	NP_569853.1
XP_063823491.1	NP_476975.1
XP_063823494.1	NP_610932.1
XP_063823495.1	NP_572639.2
XP_063823498.1	NP_569852.1
XP_063823499.1	NP_729926.1
XP_063823500.1	NP_525115.1
XP_063823501.1	NP_477439.2
XP_063823502.1	NP_610902.1
XP_063823503.1	NP_476798.1
XP_063823507.1	NP_649234.1
XP_063823508.1	NP_648603.1
XP_063823509.1	NP_608324.1
XP_063823512.1	NP_572550.2
XP_063823514.1	NP_610756.2
XP_063823524.1	NP_649233.2
XP_063823526.1	NP_523355.2
XP_063823527.1	NP_525064.1
XP_063823528.1	NP_477299.1
XP_063823530.1	NP_572525.3
XP_063823534.1	NP_572421.1
XP_063823536.1	NP_610023.1
XP_063823537.1	NP_608887.1
XP_063823540.1	NP_573090.3
XP_063823541.1	NP_572237.1
XP_063823553.1	NP_610524.1
XP_063823555.1	NP_608592.2
XP_063823560.1	NP_611700.2
XP_063823563.1	NP_649452.3
XP_063823564.1	NP_651974.1
XP_063823565.1	NP_523902.2
XP_063823567.1	NP_609246.1
XP_063823568.1	NP_648452.1
XP_063823572.1	NP_609617.1
XP_063823573.1	NP_572198.1
XP_063823575.1	NP_524087.3
XP_063823576.1	NP_572197.4
XP_063823577.1	NP_611684.3
XP_063823579.1	NP_611370.2
XP_063823580.1	NP_650782.1
XP_063823582.1	NP_723955.2
XP_063823584.1	NP_524739.1
XP_063823585.1	NP_001097641.1
XP_063823586.1	NP_732262.1
XP_063823587.1	NP_572713.1
XP_063823588.1	NP_651595.1
XP_063823589.1	NP_572425.1
XP_063823592.1	NP_610504.4
XP_063823593.1	NP_476874.1
XP_063823594.1	NP_609950.1
XP_063823595.1	NP_524993.3
XP_063823603.1	NP_001033845.1
XP_063823604.1	NP_648750.1
XP_063823609.1	NP_572577.1
XP_063823610.1	NP_647814.1
XP_063823611.1	NP_996215.1
XP_063823616.1	NP_649782.1
XP_063823617.1	NP_573087.1
XP_063823618.1	NP_649745.3
XP_063823619.1	NP_001097021.1
XP_063823636.1	NP_609264.1
XP_063823639.1	NP_610215.3
XP_063823643.1	NP_649174.1
XP_063823644.1	NP_524535.2
XP_063823648.1	NP_610804.1
XP_063823651.1	NP_729666.2
XP_063823652.1	NP_649520.1
XP_063823653.1	NP_523627.3
XP_063823658.1	NP_610618.1
XP_063823659.1	NP_476801.1
XP_063823661.1	NP_609204.2
XP_063823662.1	NP_609203.1
XP_063823664.1	NP_650223.1
XP_063823666.1	NP_608337.1
XP_063823668.1	NP_572504.1
XP_063823670.1	NP_611886.1
XP_063823671.1	NP_611400.1
XP_063823672.1	NP_525088.2
XP_063823679.1	NP_730651.1
XP_063823681.1	NP_523400.1
XP_063823682.1	NP_477435.1
XP_063823683.1	NP_608809.1
XP_063823686.1	NP_647749.2
XP_063823692.1	NP_608382.2
XP_063823694.1	NP_648659.2
XP_063823695.1	NP_536795.1
XP_063823696.1	NP_611836.2
XP_063823697.1	NP_996469.1
XP_063823698.1	NP_727914.1
XP_063823699.1	NP_001138160.2
XP_063823701.1	NP_572750.3
XP_063823702.1	NP_610619.2
XP_063823704.1	NP_648178.1
XP_063823711.1	NP_996142.1
XP_063823720.1	NP_524737.2
XP_063823723.1	NP_788736.2
XP_063823725.1	NP_608339.2
XP_063823729.1	NP_572169.1
XP_063823730.1	NP_477246.2
XP_063823732.1	NP_648661.1
XP_063823736.1	NP_523409.1
XP_063823738.1	NP_647620.1
XP_063823741.1	NP_573001.2
XP_063823744.1	NP_572907.1
XP_063823746.1	NP_525039.1
XP_063823747.1	NP_649830.2
XP_063823754.1	NP_651660.1
XP_063823756.1	NP_730167.2
XP_063823757.1	NP_524028.2
XP_063823758.1	NP_648734.1
XP_063823759.1	NP_524642.2
XP_063823760.1	NP_611426.1
XP_063823761.1	NP_609765.1
XP_063823762.1	NP_610925.3
XP_063823766.1	NP_648222.3
XP_063823767.1	NP_649455.1
XP_063823768.1	NP_649462.1
XP_063823771.1	NP_477361.1
XP_063823773.1	NP_649171.3
XP_063823774.1	NP_523547.1
XP_063823775.1	NP_523407.1
XP_063823780.1	NP_524183.2
XP_063823781.1	NP_649333.1
XP_063823782.1	NP_573288.1
XP_063823785.1	NP_511146.2
XP_063823787.1	NP_729504.2
XP_063823788.1	NP_611728.1
XP_063823790.1	NP_611895.1
XP_063823793.1	NP_477368.1
XP_063823796.1	NP_730672.1
XP_063823799.1	NP_001246121.1
XP_063823801.1	NP_649175.1
XP_063823805.1	NP_476623.1
XP_063823808.1	NP_476824.1
XP_063823816.1	NP_612045.1
XP_063823822.1	NP_648409.1
XP_063823824.1	NP_731500.1
XP_063823825.1	NP_476954.1
XP_063823827.1	NP_650020.2
XP_063823828.1	NP_648163.1
XP_063823832.1	NP_477314.1
XP_063823836.1	NP_523834.1
XP_063823840.1	NP_731491.2
XP_063823841.1	NP_724811.1
XP_063823846.1	NP_573375.2
XP_063823849.1	NP_523379.2
XP_063823850.1	NP_648985.1
XP_063823854.1	NP_608758.1
XP_063823860.1	NP_523867.1
XP_063823861.1	NP_608932.1
XP_063823862.1	NP_611092.2
XP_063823866.1	NP_787971.1
XP_063823867.1	NP_723707.1
XP_063823872.1	NP_650886.1
XP_063823873.1	NP_650783.2
XP_063823875.1	NP_649866.1
XP_063823877.1	NP_572508.1
XP_063823878.1	NP_511080.2
XP_063823884.1	NP_726889.3
XP_063823889.1	NP_001036717.1
XP_063823893.1	NP_525079.3
XP_063823895.1	NP_476850.1
XP_063823899.1	NP_608972.1
XP_063823901.1	NP_731494.1
XP_063823902.1	NP_524034.2
XP_063823903.1	NP_477069.1
XP_063823904.1	NP_650453.3
XP_063823909.1	NP_525082.2
XP_063823917.1	NP_524356.1
XP_063823919.1	NP_610311.1
XP_063823920.1	NP_651278.2
XP_063823924.1	NP_651672.1
XP_063823925.1	NP_648439.1
XP_063823926.1	NP_001097824.1
XP_063823927.1	NP_723857.1
XP_063823933.1	NP_477046.1
XP_063823944.1	NP_001033904.1
XP_063823949.1	NP_647951.2
XP_063823950.1	NP_476879.1
XP_063823955.1	NP_523751.2
XP_063823962.1	NP_651281.1
XP_063823966.1	NP_651795.2
XP_063823967.1	NP_651528.2
XP_063823973.1	NP_524486.2
XP_063823976.1	NP_727348.2
XP_063823977.1	NP_732717.1
XP_063823981.1	NP_651210.3
XP_063823982.1	NP_569913.1
XP_063823984.1	NP_649461.2
XP_063823985.1	NP_649060.1
XP_063823993.1	NP_524448.3
XP_063823996.1	NP_524556.2
XP_063823997.1	NP_523958.2
XP_063823999.1	NP_525002.1
XP_063824000.1	NP_651687.3
XP_063824002.1	NP_477031.1
XP_063824005.1	NP_651290.1
XP_063824006.1	NP_524749.1
XP_063824008.1	NP_524881.2
XP_063824009.1	NP_647984.1
XP_063824010.1	NP_648983.1
XP_063824011.1	NP_524333.1
XP_063824012.1	NP_651227.2
XP_063824014.1	NP_477468.1
XP_063824015.1	NP_571976.2
XP_063824016.1	NP_524214.1
XP_063824017.1	NP_651868.1
XP_063824019.1	NP_523366.2
XP_063824020.1	NP_610837.1
XP_063824021.1	NP_570078.2
XP_063824026.1	NP_650221.1
XP_063824027.1	NP_511105.2
XP_063824029.1	NP_573286.1
XP_063824032.1	NP_651796.1
XP_063824036.1	NP_608509.1
XP_063824038.1	NP_651684.1
XP_063824040.1	NP_650971.2
XP_063824042.1	NP_612033.1
XP_063824043.1	NP_477187.1
XP_063824044.1	NP_001303415.1
XP_063824046.1	NP_648997.1
XP_063824047.1	NP_610714.1
XP_063824048.1	NP_650110.3
XP_063824054.1	NP_731751.1
XP_063824055.1	NP_610543.1
XP_063824057.1	NP_610298.2
XP_063824063.1	NP_729542.4
XP_063824075.1	NP_477094.1
XP_063824076.1	NP_650722.1
XP_063824081.1	NP_788073.1
XP_063824083.1	NP_649139.1
XP_063824084.1	NP_651305.1
XP_063824086.1	NP_524525.3
XP_063824089.1	NP_651246.2
XP_063824093.1	NP_001015476.1
XP_063824096.1	NP_001036756.2
XP_063824097.1	NP_611235.1
XP_063824098.1	NP_733043.1
XP_063824106.1	NP_649102.3
XP_063824107.1	NP_647806.2
XP_063824109.1	NP_523780.1
XP_063824111.1	NP_650325.1
XP_063824120.1	NP_610570.1
XP_063824126.1	NP_611465.2
XP_063824130.1	NP_477263.1
XP_063824136.1	NP_569921.1
XP_063824137.1	NP_725191.1
XP_063824144.1	NP_650893.2
XP_063824145.1	NP_648412.2
XP_063824149.1	NP_610242.1
XP_063824150.1	NP_001014622.3
XP_063824151.1	NP_652046.1
XP_063824152.1	NP_609091.4
XP_063824155.1	NP_523423.1
XP_063824159.1	NP_651326.1
XP_063824160.1	NP_649695.1
XP_063824161.1	NP_731872.1
XP_063824162.1	NP_610003.1
XP_063824165.1	NP_611811.3
XP_063824168.1	NP_523947.2
XP_063824170.1	NP_651794.2
XP_063824172.1	NP_608648.1
XP_063824174.1	NP_572932.2
XP_063824179.1	NP_732164.1
XP_063824180.1	NP_476953.1
XP_063824187.1	NP_001034023.2
XP_063824193.1	NP_572493.1
XP_063824200.1	NP_650802.1
XP_063824201.1	NP_609810.1
XP_063824202.1	NP_524208.1
XP_063824210.1	NP_524923.1
XP_063824213.1	NP_001097981.1
XP_063824214.1	NP_648303.1
XP_063824217.1	NP_651681.2
XP_063824221.1	NP_001027186.1
XP_063824222.1	NP_610024.1
XP_063824224.1	NP_649591.1
XP_063824225.1	NP_726631.1
XP_063824227.1	NP_524167.1
XP_063824228.1	NP_524341.3
XP_063824230.1	NP_650283.1
XP_063824231.1	NP_476565.1
XP_063824234.1	NP_651857.2
XP_063824236.1	NP_524035.2
XP_063824237.1	NP_609201.3
XP_063824238.1	NP_477450.1
XP_063824240.1	NP_651858.1
XP_063824241.1	NP_651043.2
XP_063824242.1	NP_610555.1
XP_063824244.1	NP_001034065.1
XP_063824245.1	NP_572862.2
XP_063824248.1	NP_649090.1
XP_063824249.1	NP_733077.3
XP_063824250.1	NP_650052.1
XP_063824251.1	NP_572307.1
XP_063824253.1	NP_477135.2
XP_063824259.1	NP_648665.1
XP_063824261.1	NP_610299.2
XP_063824266.1	NP_732911.2
XP_063824268.1	NP_608919.1
XP_063824269.1	NP_001036303.2
XP_063824270.1	NP_612098.2
XP_063824275.1	NP_651791.2
XP_063824279.1	NP_523653.2
XP_063824282.1	NP_477332.1
XP_063824283.1	NP_733425.1
XP_063824284.1	NP_729559.2
XP_063824293.1	NP_648555.1
XP_063824295.1	NP_648064.1
XP_063824296.1	NP_524606.1
XP_063824297.1	NP_649676.1
XP_063824298.1	NP_724239.1
XP_063824299.1	NP_651757.1
XP_063824300.1	NP_609649.1
XP_063824302.1	NP_648747.1
XP_063824303.1	NP_724878.2
XP_063824305.1	NP_732393.1
XP_063824306.1	NP_649836.1
XP_063824313.1	NP_650330.3
XP_063824319.1	NP_732703.1
XP_063824327.1	NP_651185.1
XP_063824328.1	NP_651327.1
XP_063824335.1	NP_609670.1
XP_063824336.1	NP_648486.1
XP_063824342.1	NP_524822.1
XP_063824344.1	NP_731796.1
XP_063824345.1	NP_651066.2
XP_063824349.1	NP_609949.1
XP_063824350.1	NP_612028.4
XP_063824351.1	NP_649655.1
XP_063824353.1	NP_477375.1
XP_063824355.1	NP_651349.1
XP_063824358.1	NP_524304.2
XP_063824361.1	NP_572497.1
XP_063824363.1	NP_573142.1
XP_063824364.1	NP_609665.2
XP_063824365.1	NP_652032.1
XP_063824369.1	NP_652026.2
XP_063824377.1	NP_733024.1
XP_063824381.1	NP_649586.1
XP_063824386.1	NP_610318.1
XP_063824387.1	NP_609973.1
XP_063824388.1	NP_610317.1
XP_063824389.1	NP_524478.4
XP_063824390.1	NP_732654.1
XP_063824392.1	NP_651674.3
XP_063824398.1	NP_609390.1
XP_063824403.1	NP_732653.2
XP_063824404.1	NP_001036635.1
XP_063824407.1	NP_651004.1
XP_063824408.1	NP_609360.2
XP_063824410.1	NP_611363.2
XP_063824413.1	NP_651535.1
XP_063824414.1	NP_476969.1
XP_063824415.1	NP_611873.1
XP_063824417.1	NP_725084.2
XP_063824418.1	NP_649765.1
XP_063824419.1	NP_651005.1
XP_063824420.1	NP_610321.2
XP_063824423.1	NP_477281.1
XP_063824424.1	NP_001015354.3
XP_063824425.1	NP_523717.1
XP_063824428.1	NP_524988.1
XP_063824429.1	NP_523566.4
XP_063824430.1	NP_572910.1
XP_063824431.1	NP_523849.3
XP_063824445.1	NP_729146.1
XP_063824451.1	NP_610904.1
XP_063824452.1	NP_612064.1
XP_063824456.1	NP_648138.1
XP_063824460.1	NP_609780.1
XP_063824461.1	NP_731780.1
XP_063824462.1	NP_729124.1
XP_063824463.1	NP_728520.2
XP_063824464.1	NP_476866.1
XP_063824466.1	NP_730427.1
XP_063824475.1	NP_611622.2
XP_063824476.1	NP_572945.1
XP_063824480.1	NP_650191.1
XP_063824481.1	NP_649178.1
XP_063824485.1	NP_651533.3
XP_063824487.1	NP_523562.2
XP_063824489.1	NP_001097771.1
XP_063824490.1	NP_573017.2
XP_063824491.1	NP_536352.1
XP_063824495.1	NP_001097962.1
XP_063824497.1	NP_648926.3
XP_063824499.1	NP_651289.1
XP_063824500.1	NP_612060.2
XP_063824501.1	NP_729555.4
XP_063824502.1	NP_001285038.1
XP_063824510.1	NP_525040.2
XP_063824517.1	NP_788708.2
XP_063824522.1	NP_651716.1
XP_063824523.1	NP_651573.4
XP_063824525.1	NP_732769.3
XP_063824526.1	NP_609676.1
XP_063824530.1	NP_731873.1
XP_063824531.1	NP_650329.1
XP_063824538.1	NP_610352.2
XP_063824539.1	NP_572373.1
XP_063824542.1	NP_477154.1
XP_063824545.1	NP_476837.1
XP_063824552.1	NP_572411.1
XP_063824554.1	NP_610425.1
XP_063824560.1	NP_477172.1
XP_063824561.1	NP_650264.1
XP_063824562.1	NP_608946.3
XP_063824564.1	NP_610913.1
XP_063824566.1	NP_649150.1
XP_063824567.1	NP_649128.1
XP_063824569.1	NP_650258.2
XP_063824570.1	NP_611121.1
XP_063824574.1	NP_608836.1
XP_063824575.1	NP_651556.2
XP_063824578.1	NP_610183.1
XP_063824581.1	NP_651855.1
XP_063824589.1	NP_523988.2
XP_063824594.1	NP_573336.3
XP_063824603.1	NP_732570.1
XP_063824605.1	NP_650699.1
XP_063824608.1	NP_511094.1
XP_063824609.1	NP_569898.1
XP_063824613.1	NP_611901.1
XP_063824615.1	NP_649101.2
XP_063824618.1	NP_733027.2
XP_063824624.1	NP_649764.1
XP_063824630.1	NP_724597.1
XP_063824632.1	NP_608550.1
XP_063824642.1	NP_476917.1
XP_063824647.1	NP_572416.1
XP_063824652.1	NP_611233.1
XP_063824653.1	NP_649260.1
XP_063824654.1	NP_001097883.2
XP_063824658.1	NP_650760.1
XP_063824659.1	NP_610805.1
XP_063824660.1	NP_648589.1
XP_063824661.1	NP_001036415.2
XP_063824662.1	NP_573215.1
XP_063824663.1	NP_610351.1
XP_063824669.1	NP_524380.1
XP_063824670.1	NP_572294.2
XP_063824671.1	NP_611300.2
XP_063824672.1	NP_609316.4
XP_063824676.1	NP_524700.1
XP_063824678.1	NP_511076.3
XP_063824685.1	NP_001033900.2
XP_063824691.1	NP_648440.2
XP_063824693.1	NP_476901.1
XP_063824698.1	NP_651161.1
XP_063824699.1	NP_651282.2
XP_063824700.1	NP_647708.1
XP_063824702.1	NP_649294.1
XP_063824703.1	NP_612082.1
XP_063824707.1	NP_651787.1
XP_063824712.1	NP_649162.1
XP_063824713.1	NP_648808.1
XP_063824715.1	NP_649386.1
XP_063824716.1	NP_524807.1
XP_063824718.1	NP_523860.2
XP_063824719.1	NP_647768.3
XP_063824731.1	NP_572341.1
XP_063824732.1	NP_572688.2
XP_063824733.1	NP_523479.1
XP_063824734.1	NP_573223.1
XP_063824735.1	NP_788722.1
XP_063824738.1	NP_648278.1
XP_063824743.1	NP_788550.1
XP_063824745.1	NP_001097577.1
XP_063824746.1	NP_610910.1
XP_063824747.1	NP_649279.2
XP_063824752.1	NP_724916.1
XP_063824758.1	NP_524204.1
XP_063824760.1	NP_523412.1
XP_063824761.1	NP_610739.1
XP_063824763.1	NP_652612.1
XP_063824764.1	NP_511090.1
XP_063824766.1	NP_476598.1
XP_063824767.1	NP_523439.2
XP_063824772.1	NP_523429.1
XP_063824774.1	NP_729108.2
XP_063824775.1	NP_477162.1
XP_063824776.1	NP_611290.3
XP_063824777.1	NP_608829.2
XP_063824782.1	NP_001104356.1
XP_063824783.1	NP_476602.1
XP_063824784.1	NP_650486.1
XP_063824791.1	NP_524427.1
XP_063824799.1	NP_610240.4
XP_063824800.1	NP_732260.2
XP_063824802.1	NP_649223.1
XP_063824803.1	NP_524369.1
XP_063824808.1	NP_651887.1
XP_063824809.1	NP_609403.2
XP_063824811.1	NP_511052.1
XP_063824813.1	NP_573244.1
XP_063824818.1	NP_610429.2
XP_063824819.1	NP_001137538.2
XP_063824820.1	NP_649262.1
XP_063824821.1	NP_524463.2
XP_063824825.1	NP_477203.1
XP_063824826.1	NP_648273.1
XP_063824827.1	NP_651026.1
XP_063824828.1	NP_524488.3
XP_063824829.1	NP_610798.1
XP_063824830.1	NP_650740.1
XP_063824831.1	NP_650705.1
XP_063824832.1	NP_651813.2
XP_063824834.1	NP_611967.1
XP_063824835.1	NP_650844.1
XP_063824836.1	NP_650203.3
XP_063824837.1	NP_648144.3
XP_063824838.1	NP_651967.2
XP_063824840.1	NP_001261603.1
XP_063824845.1	NP_001097839.1
XP_063824847.1	NP_572779.2
XP_063824854.1	NP_476750.1
XP_063824858.1	NP_611254.2
XP_063824859.1	NP_609029.1
