Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135071562	XP_063821404.1	XP_037875019.1	101742666	LOC101742666	peroxidase-like
135071564	XP_063821406.1	XP_012545598.2	101741765	LOC101741765	netrin receptor UNC5C
135071569	XP_063821412.1	XP_004925913.1	101742054	mad2	mitotic arrest deficient 2
135071570	XP_063821413.1	XP_004925932.2	101744648	LOC101744648	SET domain-containing protein 4
135071540	XP_063821416.1	XP_004930254.2	101743232	LOC101743232	uncharacterized LOC101743232
135071574	XP_063821418.1	XP_037874835.1	101745665	LOC101745665	palmitoyltransferase app
135071587	XP_063821420.1	XP_012552864.1	101735404	LOC101735404	uncharacterized LOC101735404
135071589	XP_063821421.1	XP_004921556.2	101745698	LOC101745698	mucin-5AC
135071590	XP_063821422.1	XP_012551475.1	101745847	LOC101745847	ester hydrolase C11orf54 homolog
135071591	XP_063821423.1	XP_004921558.1	101745986	LOC101745986	E3 ubiquitin-protein ligase RNF34
135071593	XP_063821425.1	XP_012552926.1	101735678	LOC101735678	uncharacterized LOC101735678
135071595	XP_063821427.1	XP_004921658.1	101735819	LOC101735819	uncharacterized LOC101735819
135071598	XP_063821428.1	NP_001182396.1	100500764	Dronc	Death regulator Nedd2-like caspase
135071600	XP_063821430.1	XP_004921562.3	101746688	Prp19	pre-mRNA processing factor 19
135071601	XP_063821431.1	NP_001093088.1	100101162	LOC100101162	ring finger protein 5
135071603	XP_063821432.1	XP_004921564.1	101746927	LOC101746927	GTP-binding protein 10 homolog
135071604	XP_063821433.1	XP_062526753.1	101746272	LOC101746272	selenoprotein M
135071605	XP_063821434.1	XP_012552738.2	101736349	BTBD9	BTB (POZ) domain containing 9
135071607	XP_063821436.1	XP_004921565.1	101747060	PGAP3	Per1-like protein PGAP3
135071608	XP_063821437.1	XP_004921570.2	101735677	LOC101735677	uncharacterized LOC101735677
135071609	XP_063821438.1	XP_004921666.1	101736870	Rtel1	Regulator of telomere elongation helicase 1
135071611	XP_063821441.1	XP_004921574.1	101736166	mRpL21	mitochondrial ribosomal protein L21
135071612	XP_063821442.1	XP_037869085.1	101736743	Elp2	elongator complex protein 2
135071614	XP_063821444.1	XP_004921670.1	101737422	LOC101737422	adhesion G-protein coupled receptor G2
135071615	XP_063821447.1	XP_004921577.2	101736555	Ttc30	tetratricopeptide repeat domain 30
135071616	XP_063821449.1	XP_004921578.1	101736696	LOC101736696	uncharacterized LOC101736696
135071618	XP_063821450.1	XP_004921572.1	101735950	LOC101735950	myeloid differentiation primary response protein MyD88
135071619	XP_063821451.1	XP_012552939.1	101736301	LOC101736301	E3 ubiquitin-protein ligase SIAH1A
135071620	XP_063821452.1	XP_037869255.1	119629010	LOC119629010	DNA oxidative demethylase ALKBH2
135071617	XP_063821453.1	XP_021206187.1	101740604	LOC101740604	acetylcholinesterase
135071621	XP_063821454.1	XP_004921579.3	101736829	Coa8	Cytochrome c oxidase assembly factor 8
135071623	XP_063821456.1	NP_001296558.1	101737705	l(3)80Fg	dnaJ homolog subfamily C member 16 l(3)80Fg
135071624	XP_063821457.1	XP_037869254.1	101736427	Rabex-5	Rabaptin-5-associated exchange factor for Rab5
135071627	XP_063821458.1	XP_021207421.2	101737329	LOC101737329	2-oxoglutarate dehydrogenase complex component E1
135071628	XP_063821459.1	XP_021207329.1	101737091	LOC101737091	sugar transporter SWEET1
135071629	XP_063821461.1	XP_004921583.1	101737472	LOC101737472	SAC3 domain-containing protein 1
135071630	XP_063821462.1	XP_012551818.1	101737843	Marf	Mitochondrial assembly regulatory factor
135071631	XP_063821463.1	XP_004921584.1	101737615	BCL7-like	chromatin remodeling complex subunit BCL7B-like protein
135071632	XP_063821464.1	XP_021207568.2	101737977	LOC101737977	cilia- and flagella-associated protein 251
135071633	XP_063821465.1	XP_037869122.1	101738027	Trxr1	Thioredoxin reductase 1
135071635	XP_063821468.1	XP_004921585.2	101737757	LOC101737757	matrix metalloproteinase-2
135071636	XP_063821469.1	XP_004921586.2	101737894	sni	SDR family oxidoreductase sniffer
135071637	XP_063821470.1	XP_004921591.3	101738424	MESR4	misexpression suppressor of ras 4
135071634	XP_063821471.1	NP_001036956.1	692502	CkIIalpha	casein kinase II subunit alpha
135071638	XP_063821472.1	NP_001091799.1	778504	Ost48	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit Ost48
135071639	XP_063821473.1	XP_004921594.1	101738776	LOC101738776	dynein axonemal light chain 4
135071641	XP_063821474.1	XP_004921595.1	101738913	LOC101738913	probable cytosolic Fe-S cluster assembly factor GL21135
135071642	XP_063821475.1	XP_004921596.1	101739203	LOC101739203	apolipoprotein D
135071643	XP_063821476.1	XP_004921677.1	101738512	DNApol-eta	DNA polymerase eta
135071644	XP_063821477.1	XP_004921598.2	101739486	LOC101739486	fidgetin-like protein 1
135071647	XP_063821480.1	NP_001037048.1	692602	RpL10	ribosomal protein L10
135071649	XP_063821482.1	XP_004921604.1	101740306	Ctu1	Cytosolic thiouridylase subunit 1
135071650	XP_063821483.1	XP_012549631.1	101739767	Mul1	mitochondrial E3 ubiquitin protein ligase 1
135071651	XP_063821484.1	XP_037869098.1	101740437	LOC101740437	tRNA pseudouridine synthase-like 1
135071652	XP_063821487.1	XP_004921602.1	101740037	MED9	mediator complex subunit 9
135071653	XP_063821488.1	XP_004921603.1	101740168	GTPBP1	GTP-binding protein 1
135071654	XP_063821489.1	XP_004921607.1	101740707	LOC101740707	transmembrane emp24 domain-containing protein 5
135071656	XP_063821491.1	XP_062526713.1	134199558	LOC134199558	superoxide dismutase [Cu-Zn]-like
135071657	XP_063821493.1	NP_001037022.1	692574	ACBP	acyl-CoA binding protein
135071659	XP_063821495.1	NP_001037023.1	692575	ACBP-like	acyl-CoA binding protein-like
135071660	XP_063821496.1	NP_001037358.2	692772	Time	time interval measuring enzyme-esterase A4
135071661	XP_063821497.1	XP_062526712.1	101741277	LOC101741277	23 kDa integral membrane protein
135071658	XP_063821498.1	XP_004930195.2	101747220	Ctu2	Cytosolic thiouridylase subunit 2
135071663	XP_063821500.1	NP_001138795.1	100270768	Ero1L	endoplasmic reticulum oxidoreductin-1-like protein
135071664	XP_063821502.1	NP_001040157.1	692847	LOC692847	tetraspanin E
135071665	XP_063821503.1	XP_004921618.1	101742474	Xbp1	X box binding protein 1
135071666	XP_063821504.1	XP_004921624.1	101743201	LOC101743201	RING-type E3 ubiquitin-protein ligase PPIL2
135071667	XP_063821505.1	XP_004921623.1	101743054	veli	L27 and PDZ_signaling domain-containing protein veli
135071669	XP_063821506.1	XP_004933860.1	101735902	LOC101735902	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
135071670	XP_063821507.1	XP_062526692.1	101736115	LOC101736115	23 kDa integral membrane protein
135071668	XP_063821508.1	NP_001036853.1	692393	eEF1delta	elongation factor 1-delta
135071671	XP_063821509.1	XP_012552048.1	101744303	LOC101744303	E3 ubiquitin-protein ligase TRIM37
135071672	XP_063821510.1	NP_001243922.1	100862765	-w-2	scarlet
135071673	XP_063821513.1	XP_004921694.1	101741135	Nsun5	Nop2/Sun-like domain containing protein 5
135071674	XP_063821514.1	NP_001138802.1	100270782	CSN5	COP9 signalosome subunit 5
135071675	XP_063821515.1	XP_037869121.1	119628988	LOC119628988	23 kDa integral membrane protein
135071646	XP_063821516.1	XP_037866931.1	101747185	LOC101747185	uncharacterized LOC101747185
135071676	XP_063821518.1	XP_004921629.1	101743758	LOC101743758	CD63 antigen
135071677	XP_063821519.1	XP_037869114.1	101738907	LOC101738907	leukocyte surface antigen CD53
135071678	XP_063821520.1	NP_001040319.1	693101	LOC693101	tetraspanin D107
135071679	XP_063821521.1	XP_004921614.1	101741997	Arfrp1	ADP-ribosylation factor related protein 1
135071680	XP_063821522.1	XP_004921625.1	101743337	LOC101743337	ubiquitin-conjugating enzyme E2-24 kDa
135071681	XP_063821530.1	XP_012549305.2	101740332	LOC101740332	protein grainyhead
135071683	XP_063821531.1	XP_004921619.1	101742617	LOC101742617	paxillin
135071684	XP_063821532.1	XP_037869116.1	101742239	AP-1gamma	adaptor protein complex 1, gamma subunit
135071685	XP_063821533.1	XP_021209089.2	101741278	Pi3K92E	phosphatidylinositol 3-kinase 92E
135071686	XP_063821534.1	NP_001037034.1	692586	w	eye pigment precursor family transporter white
135071693	XP_063821537.1	XP_012550836.2	101742139	Cox10	Cytochrome c oxidase assembly factor 10
135071694	XP_063821539.1	XP_004921634.2	101744446	dre4	SPT16 homolog, facilitates chromatin remodeling subunit dre4
135071695	XP_063821540.1	XP_004921638.1	101744916	Ttd14	TRPL translocation defect 14
135071697	XP_063821544.1	XP_012552973.1	101742286	LOC101742286	protein downstream neighbor of son homolog
135071698	XP_063821545.1	NP_001116808.1	100144542	Nos	Nitric oxide synthase
135071696	XP_063821546.1	XP_037867011.2	101746441	Ars2	arsenic resistance protein 2
135071700	XP_063821547.1	NP_001036963.1	692510	NOS1	nitric oxide synthase 1
135071701	XP_063821549.1	XP_004921646.1	101746080	LOC101746080	cilia- and flagella-associated protein 299
135071702	XP_063821550.1	NP_001036881.1	692425	Anxb13	annexin B13
135071703	XP_063821553.1	XP_012550936.1	105842445	LOC105842445	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
135071704	XP_063821554.1	NP_001128673.1	100188964	Catl-like	cathepsin L like protein
135071706	XP_063821555.1	XP_004923243.1	101744885	centrocortin	cerebellar degeneration-related protein 2-like
135071707	XP_063821559.1	XP_037869094.1	101737049	LOC101737049	ATP-binding cassette sub-family F member 3
135071710	XP_063821562.1	XP_004923245.1	101745122	Prp31	pre-mRNA processing factor 31
135071711	XP_063821563.1	NP_001106135.1	692509	cn	Kynurenine 3-monooxygenase cn
135071712	XP_063821564.1	NP_001116813.1	100144549	Fng	fringe
135071713	XP_063821565.1	XP_037869316.1	110386901	LOC110386901	reticulocyte-binding protein homolog 2a
135071716	XP_063821566.1	XP_004923247.2	101745365	Ntf-2	nuclear transport factor-2
135071714	XP_063821569.1	XP_004930183.1	101745731	TRAM	translocating chain-associated membrane protein 1
135071718	XP_063821570.1	XP_004921642.1	101745315	Mi-2	chromodomain-helicase-DNA-binding protein Mi-2 homolog
135071719	XP_063821571.1	XP_012553008.2	101745855	Taf2	TATA-box binding protein associated factor 2
135071720	XP_063821572.1	NP_001116809.1	100144543	Lrpl	low density lipoprotein receptor-related protein-like protein
135071721	XP_063821573.1	XP_012553021.2	101745706	LOC101745706	uncharacterized LOC101745706
135071724	XP_063821574.1	XP_004923266.1	101736918	LOC101736918	WD repeat-containing protein 46
135071726	XP_063821575.1	NP_001040298.1	693080	LOC693080	E2F transcription factor 4-like protein
135071727	XP_063821576.1	XP_004923240.2	101744450	LOC101744450	armadillo segment polarity protein
135071728	XP_063821577.1	XP_021209167.2	105842967	LOC105842967	zinc finger protein 91
135071725	XP_063821578.1	XP_004930181.2	101745490	LOC101745490	ATP-dependent 6-phosphofructokinase
135071730	XP_063821579.1	NP_001040134.1	692823	Idh	isocitrate dehydrogenase [NADP] cytoplasmic
135071731	XP_063821581.1	XP_004923230.1	101742967	LOC101742967	sorting nexin-13
135071732	XP_063821582.1	XP_004923227.1	101742529	LOC101742529	low-density lipoprotein receptor-related protein 2
135071733	XP_063821584.1	XP_004923234.1	101743490	LOC101743490	putative alpha-L-fucosidase
135071734	XP_063821587.1	XP_004923229.1	101742820	Rbp6	RNA-binding protein 6
135071735	XP_063821591.1	NP_001188363.1	100529123	Pc	chromodomain protein polycomb
135071737	XP_063821593.1	XP_004923231.1	101743104	rogdi	rogdi atypical leucine zipper
135071738	XP_063821594.1	XP_004923263.2	101736393	Rab26	RAS oncogene family member Rab26
135071739	XP_063821596.1	XP_004923237.1	101744020	Tob	Transducer of ERBB2
135071740	XP_063821600.1	NP_001037050.1	692604	Caspase1	caspase-1
135071741	XP_063821601.1	XP_021209152.2	101742243	Iml1	GATOR complex protein Iml1
135071742	XP_063821602.1	NP_001040339.1	732871	LOC732871	GTP binding protein
135071743	XP_063821603.1	XP_012552972.1	101742088	BBS9	Bardet-Biedl syndrome 9
135071745	XP_063821604.1	NP_001077078.1	100036578	Cyp18a1	cytochrome P450 18a1
135071746	XP_063821605.1	NP_001106222.1	100127116	phtm	cytochrome P450 enzyme phantom
135071747	XP_063821607.1	XP_037876637.1	119630645	LOC119630645	uncharacterized LOC119630645
135071749	XP_063821609.1	XP_062526648.1	134199536	LOC134199536	uncharacterized LOC134199536
135071750	XP_063821610.1	NP_001040248.1	692943	LOC692943	glycolipid transfer protein
135071753	XP_063821612.1	XP_037869291.1	101747107	LOC101747107	protein kintoun
135071751	XP_063821613.1	XP_004930179.1	101745249	ari-2	E3 ubiquitin-protein ligase ari-2
135071754	XP_063821614.1	XP_037869285.1	101746833	LOC101746833	NECAP-like protein CG9132
135071755	XP_063821615.1	NP_001037081.1	692636	CP8	cationic peptide CP8
135071756	XP_063821616.1	XP_037869396.1	101740142	LOC101740142	sterol O-acyltransferase 2
135071757	XP_063821618.1	NP_001040345.1	732879	LOC732879	syndecan binding protein
135071759	XP_063821619.1	XP_004924882.2	101745661	LOC101745661	T-cell immunomodulatory protein
135071761	XP_063821620.1	NP_001040402.1	732938	Mob4	MOB kinase activator 4
135071762	XP_063821621.1	XP_004924881.1	101745517	Rpp25	ribonuclease P protein subunit Rpp25
135071763	XP_063821622.1	XP_012544710.3	101736312	LOC101736312	uncharacterized LOC101736312
135071760	XP_063821623.1	XP_012549218.3	101745099	RpII215	RNA polymerase II subunit RpII215
135071766	XP_063821630.1	NP_001091745.1	767622	Ciao1	cytosolic iron-sulfur assembly component 1
135071768	XP_063821633.1	XP_021202770.2	101736434	LOC101736434	receptor-type guanylate cyclase Gyc76C
135071769	XP_063821635.1	XP_037869394.1	101746180	LOC101746180	guanylate cyclase 32E
135071767	XP_063821637.1	NP_001103398.1	100126169	nAChRbeta1	nicotinic acetylcholine receptor beta1
135071770	XP_063821640.1	NP_001296480.1	101735729	DNApol-delta	DNA polymerase delta
135071771	XP_063821641.1	XP_012553013.1	101746974	LOC101746974	potassium voltage-gated channel subfamily H member 8
135071774	XP_063821651.1	XP_004923217.1	101740993	fu	STKc_STK36 domain-containing protein fused
135071775	XP_063821652.1	XP_062526653.1	101735590	LOC101735590	BMP-binding endothelial regulator protein
135071776	XP_063821653.1	XP_012552974.1	101746553	milt	trafficking kinesin-binding protein milt
135071777	XP_063821659.1	XP_004930190.1	101746583	LOC101746583	sphingomyelin phosphodiesterase
135071778	XP_063821668.1	XP_004924879.2	101745224	Tdc2	Tyrosine decarboxylase 2
135071779	XP_063821670.1	NP_001037502.1	693054	Ser-4	serotonin receptor 4
135071780	XP_063821672.1	XP_004923222.1	101741704	Sp1	transcription factor Sp8
135071781	XP_063821676.1	XP_004923220.1	101741420	ERp44	Endoplasmic reticulum protein 44
135071782	XP_063821677.1	XP_037869283.1	101746695	DNApol-alpha50	DNA primase small subunit
135071783	XP_063821679.1	XP_004923221.1	101741557	LOC101741557	transcription factor Sp5
135071784	XP_063821680.1	XP_004924878.2	101745075	LOC101745075	methylosome protein WDR77
135071785	XP_063821681.1	XP_012552995.1	101740486	mRpL16	mitochondrial ribosomal protein L16
135071786	XP_063821682.1	XP_037869180.1	101739947	Pef	penta-EF-hand domain containing protein peflin
135071787	XP_063821683.1	XP_004923218.1	101741140	LOC101741140	pleckstrin homology domain-containing family A member 3
135071788	XP_063821684.1	NP_001037594.1	733030	LOC733030	troponin C
135071791	XP_063821691.1	XP_004923213.1	101740355	dtn	transmembrane protein 132C dtn
135071795	XP_063821692.1	XP_037869197.1	101743970	LOC101743970	phosphatase and actin regulator 1
135071797	XP_063821693.1	XP_004924870.2	101743585	LOC101743585	carbohydrate-responsive element-binding protein
135071798	XP_063821696.1	NP_001124378.1	100174852	S6k	Ribosomal protein S6 kinase
135071796	XP_063821697.1	XP_037866867.1	119628505	LOC119628505	uncharacterized LOC119628505
135071799	XP_063821698.1	XP_012544692.1	101736039	LOC101736039	ATP-binding cassette sub-family C member Sur
135071800	XP_063821699.1	NP_001161754.1	100313947	mys	position-specific antigen beta subunit myospheroid
135071801	XP_063821701.1	XP_012544680.3	101736175	LOC101736175	atrial natriuretic peptide-converting enzyme
135071802	XP_063821702.1	XP_012544699.1	119628353	LOC119628353	cGMP-dependent protein kinase, isozyme 1
135071805	XP_063821704.1	NP_001116822.2	100144600	Khc	kinesin heavy chain
135071806	XP_063821705.1	XP_004924869.1	101743448	LOC101743448	sorting nexin-29
135071807	XP_063821706.1	NP_001036861.1	692403	ChiR1	chitinase-related protein 1
135071808	XP_063821708.1	NP_001245293.1	100884168	Pitslre	cyclin dependent kinase 11B pitslre
135071809	XP_063821709.1	XP_004924867.1	101743166	LOC101743166	probable serine hydrolase
135071810	XP_063821710.1	XP_037869332.1	101735637	LOC101735637	tRNA methyltransferase 10 homolog A
135071811	XP_063821712.1	XP_004924868.2	101743306	LOC101743306	uncharacterized LOC101743306
135071816	XP_063821713.1	XP_004924866.1	101743020	LOC101743020	allantoinase
135071818	XP_063821715.1	XP_021202751.1	101747026	LOC101747026	carboxypeptidase A2
135071819	XP_063821716.1	XP_012544736.1	101735369	LOC101735369	neural cell adhesion molecule 2
135071823	XP_063821719.1	XP_004924890.2	101746893	LOC101746893	uncharacterized LOC101746893
135071820	XP_063821720.1	NP_001103391.1	100126156	nAChRalpha7	nicotinic Acetylcholine Receptor alpha7
135071824	XP_063821721.1	XP_004924863.1	101742586	LOC101742586	uncharacterized LOC101742586
135071825	XP_063821722.1	XP_004924862.1	101742442	sing	MARVEL domain-containing protein sing
135071826	XP_063821723.1	XP_004924861.1	101742249	LOC101742249	uncharacterized LOC101742249
135071827	XP_063821724.1	XP_004924860.1	101742095	LOC101742095	uncharacterized LOC101742095
135071828	XP_063821725.1	NP_001037570.1	732857	RpS15A	ribosomal protein S15A
135071830	XP_063821726.1	XP_012544709.2	101741950	sdk	sidekick cell adhesion molecule
