Gene ID	Protein accession	drosophila_melanogaster	NCBI GeneID	Symbol	Description
135072976	XP_063823051.1	NP_524436.2	42549.0	InR	Insulin-like receptor
135087762	XP_063838656.1				
135076062	XP_063826592.1	NP_524154.2	40083.0	MESR6	Misexpression suppressor of ras 6
135073100	XP_063823211.1	NP_523742.2	36615.0	LamC	Lamin C
135073109	XP_063823223.1	NP_524929.1	48782.0	Mtr4	Mtr4 helicase
135073164	XP_063823289.1	NP_001097163.3	34921.0	stol	stolid
135073119	XP_063823233.1	NP_523661.2	35851.0	ptc	patched
135073146	XP_063823266.1	NP_611896.1	37876.0	CG3356	uncharacterized protein
135073138	XP_063823253.1				
135073129	XP_063823244.1	NP_609761.1	34920.0	CG18480	uncharacterized protein
135073156	XP_063823276.1	NP_524743.2	44353.0	Shark	SH2 ankyrin repeat kinase
135073168	XP_063823303.1	NP_609130.1	34037.0	CG6739	uncharacterized protein
135073198	XP_063823354.1	NP_611097.2	36795.0	Lipt1	Lipoyltransferase 1
135073209	XP_063823372.1	NP_001188959.1	10178840.0	CG42837	uncharacterized protein
135087843	XP_063838778.1				
135076074	XP_063826600.1	NP_651614.1	43369.0	UQCR-14L	Ubiquinol-cytochrome c reductase 14 kDa subunit-like
135073215	XP_063823385.1	NP_609353.1	34354.0	Snx17	Sorting nexin 17
135073263	XP_063823447.1				
135073225	XP_063823397.1				
135073280	XP_063823469.1	NP_610020.1	250736.0	bwa	brain washing
135073291	XP_063823478.1	NP_724244.1	35292.0	pr	purple
135073272	XP_063823459.1				
135073301	XP_063823491.1	NP_476975.1	36252.0	wal	walrus
135076083	XP_063826611.1				
135076091	XP_063826622.1	NP_524495.1	43010.0	fd96Ca	forkhead domain 96Ca
135073348	XP_063823572.1	NP_609617.1	34720.0	mRF1	mitochondrial translation release factor 1
135073307	XP_063823502.1	NP_610902.1	36526.0	stj	straightjacket
135073357	XP_063823582.1	NP_723955.2	34951.0	Ca-Ma2d	Ca[2+] channel Muscle-specific alpha2/delta subunit
135087930	XP_063838893.1				
135073375	XP_063823600.1				
135073383	XP_063823613.1				
135073406	XP_063823660.1				
135073415	XP_063823669.1				
135073398	XP_063823649.1				
135073393	XP_063823636.1	NP_609264.1	34221.0	CG13101	uncharacterized protein
135088013	XP_063838998.1				
135076109	XP_063826643.1				
135088115	XP_063839103.1				
135076118	XP_063826655.1				
135076127	XP_063826668.1				
135073438	XP_063823693.1				
135073898	XP_063824221.1	NP_001027186.1	3772179.0	primo-1	primo-1
135073467	XP_063823723.1	NP_788736.2	326251.0	CG33096	uncharacterized protein
135073477	XP_063823733.1				
135076164	XP_063826703.1				
135073487	XP_063823744.1	NP_572907.1	32322.0	DNAlig4	DNA ligase 4
135073534	XP_063823785.1	NP_511146.2	32291.0	dmrt11E	doublesex-Mab related 11E
135073545	XP_063823793.1	NP_477368.1	38721.0	Tnpo	Transportin
135073496	XP_063823754.1	NP_651660.1	43429.0	CG11837	uncharacterized protein
135073504	XP_063823761.1	NP_609765.1	34925.0	ND-B17	NADH dehydrogenase (ubiquinone) B17 subunit
135073513	XP_063823771.1	NP_477361.1	34780.0	p38b	p38b MAP kinase
135088203	XP_063839191.1	NP_611388.1	37188.0	Topors	Topoisomerase I-interacting protein
135073583	XP_063823822.1	NP_648409.1	39214.0	ND-13B	NADH dehydrogenase (ubiquinone) 13 kDa B subunit
135073574	XP_063823816.1	NP_612045.1	38077.0	CG3402	uncharacterized protein
135073556	XP_063823799.1	NP_001246121.1	13084069.0	CG43346	uncharacterized protein
135073811	XP_063824083.1	NP_649139.1	40145.0	Oat	Ornithine aminotransferase precursor
135073826	XP_063824100.1				
135073771	XP_063824015.1	NP_571976.2	37800.0	kcc	kazachoc
135073885	XP_063824195.1				
135073863	XP_063824158.1				
135076795	XP_063827308.1				
135073593	XP_063823830.1				
135076802	XP_063827321.1				
135073602	XP_063823837.1				
135073880	XP_063824181.1				
135073837	XP_063824123.1				
135073872	XP_063824169.1				
135073891	XP_063824209.1				
135073614	XP_063823846.1	NP_573375.2	32923.0	CG8028	uncharacterized protein
135073624	XP_063823856.1				
135073634	XP_063823865.1				
135073674	XP_063823892.1				
135076194	XP_063826743.1				
135073786	XP_063824036.1	NP_608509.1	33192.0	CG3345	uncharacterized protein
135073852	XP_063824147.1				
135073690	XP_063823897.1				
135073699	XP_063823908.1				
135073711	XP_063823928.1				
135076210	XP_063826767.1				
135088320	XP_063839271.1				
135073845	XP_063824134.1				
135088430	XP_063839352.1				
135073719	XP_063823942.1				
135088522	XP_063839463.1				
135073725	XP_063823955.1	NP_523751.2	36699.0	Arf6	ADP ribosylation factor 6
135073744	XP_063823982.1	NP_569913.1	31095.0	Lrpprc2	Leucine-rich pentatricopeptide repeat containing 2
135073751	XP_063823995.1				
135088589	XP_063839595.1				
135071062	XP_063820915.1				
135071151	XP_063821024.1				
135073795	XP_063824047.1	NP_610714.1	36276.0	exp	expansion
135071342	XP_063821235.1	NP_524424.2	42485.0	Dhc93AB	Dynein heavy chain at 93AB
135073760	XP_063824004.1				
135071438	XP_063821324.1				
135073913	XP_063824237.1	NP_609201.3	36718.0	Khc-73	Kinesin heavy chain 73
135076240	XP_063826795.1	NP_610715.1	36277.0	PI31	Proteasome inhibitor 31 kDa
135074082	XP_063824460.1	NP_609780.1	34952.0	PRL-1	PRL-1 phosphatase
135076250	XP_063826807.1				
135076260	XP_063826817.1				
135073943	XP_063824279.1	NP_523653.2	35735.0	phr	photorepair
135073951	XP_063824292.1				
135071540	XP_063821416.1	NP_610640.2	36172.0	CG9084	uncharacterized protein
135073960	XP_063824303.1	NP_724878.2	36054.0	egr	eiger
135073969	XP_063824315.1				
135076271	XP_063826827.1	NP_524100.1	39749.0	mRpS31	mitochondrial ribosomal protein S31
135073980	XP_063824335.1	NP_609670.1	34779.0	CG9008	uncharacterized protein
135074037	XP_063824417.1	NP_725084.2	36270.0	ERp60	Endoplasmic reticulum p60
135074070	XP_063824450.1				
135076282	XP_063826838.1	NP_610797.1	36379.0	Ak6	Adenylate kinase 6
135073992	XP_063824353.1	NP_477375.1	36271.0	eEF1alpha1	eukaryotic translation elongation factor 1 alpha 1
135074006	XP_063824374.1				
135074011	XP_063824387.1	NP_609973.1	35231.0	CG10194	uncharacterized protein
135071646	XP_063821516.1				
135074020	XP_063824398.1	NP_609390.1	34405.0	lft	lowfat
135076810	XP_063827331.1	NP_609398.2	34422.0	Klp31E	Kinesin-like protein at 31E
135076819	XP_063827343.1	NP_611535.1	37381.0	CG9346	uncharacterized protein
135074046	XP_063824428.1	NP_524988.1	53554.0	krz	kurtz
135074180	XP_063824554.1	NP_610425.1	35891.0	CG8237	uncharacterized protein
135074190	XP_063824560.1	NP_477172.1	34636.0	Rab6	Rab6
135074141	XP_063824519.1				
135074129	XP_063824503.1				
135074168	XP_063824545.1	NP_476837.1	34330.0	bib	big brain
135074161	XP_063824538.1	NP_610352.2	35780.0	Cul4	Cullin 4
135074204	XP_063824578.1	NP_610183.1	35511.0	CG7791	uncharacterized protein
135074110	XP_063824490.1	NP_573017.2	32461.0	HDAC6	Histone deacetylase 6
135076312	XP_063826865.1	NP_001286840.1	19835548.0	PIG-Z	Phosphatidylinositol glycan anchor biosynthesis class Z
135076321	XP_063826878.1	NP_724630.3	35753.0	CG2906	uncharacterized protein
135071812	XP_063821746.1	NP_610537.2	36033.0	Pal1	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1
135074119	XP_063824497.1	NP_648926.3	39883.0	Zcchc7	Zinc finger CCHC-type containing 7
135076332	XP_063826889.1				
135076822	XP_063827358.1				
135076337	XP_063826901.1				
135076352	XP_063826919.1	NP_572776.1	32166.0	Chrac-16	Chromatin accessibility complex 16kD protein
135074222	XP_063824589.1	NP_523988.2	39041.0	Argk1	Arginine kinase 1
135074395	XP_063824745.1	NP_001097577.1	326189.0	Adi1	Acireductone dioxygenase 1
135074385	XP_063824734.1	NP_573223.1	32734.0	CG12991	uncharacterized protein
135076828	XP_063827369.1	NP_572437.2	31727.0	CG2256	uncharacterized protein
135074373	XP_063824714.1				
135074355	XP_063824685.1	NP_001033900.2	34627.0	firl	firelighter
135076381	XP_063826945.1	NP_611865.1	37825.0	CG3860	uncharacterized protein
135074428	XP_063824793.1				
135076399	XP_063826958.1				
135071896	XP_063821867.1	NP_610838.1	36439.0	CG13326	uncharacterized protein
135074422	XP_063824783.1	NP_476602.1	34927.0	Gli	Gliotactin
135076415	XP_063826959.1				
135076428	XP_063826968.1				
135071971	XP_063821987.1				
135074342	XP_063824672.1	NP_609316.4	34304.0	nAChRalpha6	nicotinic Acetylcholine Receptor alpha6
135076443	XP_063826983.1	NP_649569.1	40696.0	MED27	Mediator complex subunit 27
135074278	XP_063824632.1	NP_608550.1	33261.0	CG3862	uncharacterized protein
135076454	XP_063826992.1	NP_524901.2	47874.0	Zw10	Zeste-white 10
135074287	XP_063824640.1				
135074297	XP_063824648.1				
135076464	XP_063827002.1	NP_524103.2	39768.0	SsRbeta	Signal sequence receptor beta
135074333	XP_063824663.1	NP_610351.1	35779.0	Tmem63	Transmembrane protein 63
135074308	XP_063824656.1				
135074320	XP_063824657.1				
135074409	XP_063824764.1	NP_511090.1	31792.0	Nrg	Neuroglian
135074510	XP_063824892.1	NP_572349.1	31617.0	shf	shifted
135074475	XP_063824838.1	NP_651967.2	44007.0	Coq7	Coenzyme Q7
135074502	XP_063824879.1	NP_476892.4	30975.0	ewg	erect wing
135074491	XP_063824868.1	NP_477217.1	41432.0	COX5A	Cytochrome c oxidase subunit 5A
135074464	XP_063824827.1	NP_651026.1	42616.0	JMJD6	Jumonji domain containing 6
135072235	XP_063822276.1				
135072350	XP_063822352.1	NP_572687.1	32049.0	Klp10A	Kinesin-like protein at 10A
135074517	XP_063824905.1	NP_609026.1	33897.0	Fic	Fic domain-containing protein
135074617	XP_063825047.1	NP_608428.1	33085.0	CG32512	uncharacterized protein
135074565	XP_063824973.1	NP_651239.1	42892.0	shps	sheepish
135074574	XP_063824985.1	NP_609741.3	34890.0	ZnT35C	Zinc transporter 35C
135074635	XP_063825071.1				
135072442	XP_063822454.1				
135076504	XP_063827031.1				
135074526	XP_063824916.1				
135076515	XP_063827040.1				
135072520	XP_063822572.1				
135076526	XP_063827050.1				
135076546	XP_063827063.1				
135074559	XP_063824960.1	NP_001097435.2	5740629.0	CG43795	uncharacterized protein
135072684	XP_063822804.1				
135076556	XP_063827073.1				
135076570	XP_063827077.1				
135076582	XP_063827085.1				
135076594	XP_063827095.1				
135076602	XP_063827105.1				
135076849	XP_063827389.1	NP_477247.1	36444.0	TppII	Tripeptidyl-peptidase II
135076613	XP_063827113.1	NP_572967.2	32399.0	CG5321	uncharacterized protein
135076857	XP_063827400.1	NP_573331.1	32878.0	shop	shopper
135076866	XP_063827412.1				
135072851	XP_063822983.1	NP_610297.2	35691.0	Corin	corin
135074625	XP_063825058.1	NP_523762.2	36848.0	Syn2	Syntrophin-like 2
135076879	XP_063827439.1				
135072955	XP_063823055.1				
135073199	XP_063823393.1				
135073284	XP_063823506.1				
135074606	XP_063825026.1				
135074543	XP_063824939.1				
135074657	XP_063825095.1				
135073448	XP_063823726.1				
135073533	XP_063823810.1				
135076657	XP_063827150.1	NP_524456.1	42712.0	Or94b	Odorant receptor 94b
135076668	XP_063827159.1				
135073731	XP_063823998.1				
135085790	XP_063836666.1	NP_647758.1	38357.0	FMRFaR	FMRFamide Receptor
135077850	XP_063828459.1				
135077861	XP_063828471.1				
135077868	XP_063828482.1				
135077878	XP_063828491.1	NP_511128.2	32119.0	bif	bifocal
135079087	XP_063829765.1	NP_649368.2	40434.0	P5CDh1	delta-1-Pyrroline-5-carboxylate dehydrogenase 1
135079149	XP_063829810.1	NP_647633.1	38192.0	CG13926	uncharacterized protein
135085768	XP_063836642.1	NP_609876.2	35095.0	CG5790	uncharacterized protein
135079101	XP_063829772.1	NP_610234.3	35585.0	CG3420	uncharacterized protein
135079130	XP_063829796.1	NP_610294.1	35688.0	Cyt-b5	Cytochrome b5
135079119	XP_063829788.1				
135085836	XP_063836695.1				
135077887	XP_063828498.1	NP_572812.3	32209.0	Sec16	Secretory 16
135085812	XP_063836688.1				
135079160	XP_063829820.1	NP_573338.1	32885.0	CG7332	uncharacterized protein
135077901	XP_063828507.1	NP_524480.2	42896.0	crb	crumbs
135079255	XP_063829933.1	NP_611297.3	37075.0	CG10914	uncharacterized protein
135077913	XP_063828517.1	NP_610103.1	35400.0	CG8671	uncharacterized protein
135085845	XP_063836703.1	NP_610201.1	35537.0	CG7849	uncharacterized protein
135077923	XP_063828526.1	NP_572712.1	32079.0	Pa1	PTIP associated 1
135079180	XP_063829842.1	NP_572813.2	32211.0	CG1463	uncharacterized protein
135079171	XP_063829832.1	NP_572755.1	32141.0	CG10347	uncharacterized protein
135085857	XP_063836714.1				
135079192	XP_063829851.1	NP_569863.1	31030.0	Sec22	Secretory 22
135079261	XP_063829945.1	NP_730286.3	39962.0	Eip74EF	Ecdysone-induced protein 74EF
135079295	XP_063829988.1	NP_610522.1	36013.0	Lsm11	Lsm11
135077934	XP_063828537.1	NP_608523.1	33216.0	CG13692	uncharacterized protein
135077945	XP_063828550.1				
135085875	XP_063836734.1	NP_608332.2	32963.0	MKP-4	MAPK Phosphatase 4
135077950	XP_063828563.1	NP_727670.1	32264.0	CG32645	uncharacterized protein
135077959	XP_063828571.1				
135079202	XP_063829862.1				
135079219	XP_063829881.1				
135079229	XP_063829891.1	NP_525047.1	31221.0	Raf	Raf oncogene
135079236	XP_063829900.1				
135079250	XP_063829917.1	NP_611224.1	36976.0	CG4866	uncharacterized protein
135079301	XP_063830000.1				
135077969	XP_063828582.1				
135079309	XP_063830012.1	NP_477413.1	37034.0	aft	adrift
135077980	XP_063828591.1				
135077989	XP_063828601.1				
135077997	XP_063828612.1	NP_608362.2	33002.0	Nup205	Nucleoporin 205kD
135085892	XP_063836750.1				
135078006	XP_063828625.1				
135085910	XP_063836768.1				
135079326	XP_063830028.1	NP_523425.2	33062.0	shakB	shaking B
135079380	XP_063830108.1	NP_524824.1	45382.0	ogre	optic ganglion reduced
135079389	XP_063830115.1	NP_788872.1	33027.0	Inx7	Innexin 7
135079403	XP_063830133.1	NP_572375.1	31646.0	Inx2	Innexin 2
135079493	XP_063830222.1	NP_001097360.1	37018.0	CG34195	uncharacterized protein
135085921	XP_063836777.1	NP_477479.1	34631.0	CG6712	uncharacterized protein
135079502	XP_063830232.1	NP_651605.1	43358.0	CG4849	uncharacterized protein
135085929	XP_063836786.1				
135078017	XP_063828636.1	NP_570069.1	31326.0	CG2875	uncharacterized protein
135079412	XP_063830145.1				
135079424	XP_063830154.1				
135079443	XP_063830179.1	NP_001097134.1	5740752.0	CG34183	uncharacterized protein
135078028	XP_063828646.1	NP_572814.1	32212.0	Fpgs1	Folylpolyglutamate synthase 1
135079464	XP_063830196.1	NP_651822.1	43647.0	CG15543	uncharacterized protein
135079453	XP_063830187.1	NP_511132.2	32133.0	Hsc70-3	Heat shock protein 70 cognate 3
135079483	XP_063830214.1	NP_648564.1	39402.0	Pbgs	Porphobilinogen synthase
135078036	XP_063828660.1	NP_569834.1	30971.0	G9a	G9a
135079909	XP_063830615.1	NP_650644.1	42126.0	Mps1	Monopolar spindle 1
135079541	XP_063830266.1	NP_476739.1	38231.0	alpha-Spec	alpha Spectrin
135078042	XP_063828672.1	NP_573372.1	32920.0	Vav	Vav guanine nucleotide exchange factor
135079551	XP_063830276.1	NP_573250.1	32768.0	Srx	Sulfiredoxin
135079562	XP_063830287.1	NP_523360.1	32567.0	exd	extradenticle
135079622	XP_063830319.1	NP_648746.1	39644.0	GlyRS	Glycyl-tRNA synthetase
135085947	XP_063836804.1	NP_572872.1	32282.0	CG1622	uncharacterized protein
135085958	XP_063836815.1	NP_610239.1	35592.0	ubl	ubiquitin like
135079632	XP_063830329.1	NP_477222.1	41864.0	Surf4	Surfeit 4
135079642	XP_063830338.1	NP_610143.3	35452.0	Nubpl	NUBP iron-sulfur cluster assembly factor, mitochondrial
135079653	XP_063830347.1	NP_611857.3	37811.0	CG16787	uncharacterized protein
135079994	XP_063830733.1	NP_573268.1	32791.0	Mvb12	Multivesicular body subunit 12
135078059	XP_063828695.1				
135078068	XP_063828706.1				
135078078	XP_063828717.1				
135079663	XP_063830353.1				
135079680	XP_063830365.1	NP_511131.3	32132.0	CkIIbeta	Casein kinase II beta subunit
135078083	XP_063828730.1				
135078096	XP_063828741.1				
135085973	XP_063836828.1	NP_731898.1	41741.0	Polr2I	RNA polymerase II subunit I
135079704	XP_063830387.1	NP_610939.2	36576.0	RpS23	Ribosomal protein S23
135078104	XP_063828752.1	NP_572704.1	32070.0	Gapvd1	GTPase activating protein and VPS9 domains 1
135080089	XP_063830842.1	NP_511142.2	32256.0	hep	hemipterous
135079712	XP_063830394.1	NP_651241.1	42894.0	Uck	Uridine-cytidine kinase
135079933	XP_063830645.1	NP_572826.1	32228.0	Paics	PAICS bifunctional enzyme
135080100	XP_063830852.1	NP_523949.2	38753.0	Prat2	Phosphoribosylamidotransferase 2
135080107	XP_063830862.1	NP_608376.1	33017.0	CG9581	uncharacterized protein
135079879	XP_063830578.1	NP_572768.1	32154.0	pot	papillote
135079729	XP_063830411.1	NP_608490.1	33166.0	Creld	Cysteine rich with EGF like domains
135078114	XP_063828763.1				
135085987	XP_063836848.1				
135078122	XP_063828776.1				
135078129	XP_063828788.1	NP_570001.5	31224.0	PsGEF	Protostome-specific GEF
135078138	XP_063828797.1				
135078150	XP_063828806.1				
135080058	XP_063830808.1	NP_476859.2	31293.0	N	Notch
135078160	XP_063828818.1	NP_648520.1	39345.0	CCDC151	Coiled-coil domain containing protein 151
135078172	XP_063828827.1				
135079921	XP_063830623.1				
135080069	XP_063830818.1	NP_511075.3	31716.0	sws	swiss cheese
135080025	XP_063830775.1	NP_572880.2	32293.0	Rbp1-like	Rbp1-like
135079940	XP_063830658.1	NP_611039.1	36713.0	CG8180	uncharacterized protein
135078179	XP_063828838.1				
135079957	XP_063830676.1	NP_610017.1	35284.0	CG43861	uncharacterized protein
135079967	XP_063830687.1				
135080015	XP_063830755.1	NP_511063.1	31588.0	RpL7A	Ribosomal protein L7A
135086058	XP_063836896.1				
135079978	XP_063830698.1				
135079983	XP_063830712.1				
135079899	XP_063830603.1	NP_648061.2	38755.0	tow	target of wingless
135086066	XP_063836902.1				
135079755	XP_063830434.1	NP_524852.2	45922.0	fzr	fizzy-related
135079782	XP_063830455.1	NP_647887.1	38526.0	CG1316	uncharacterized protein
135079765	XP_063830441.1	NP_524768.2	44554.0	Smyd3	SET and MYND domain containing, class 3
135086079	XP_063836912.1	NP_572709.1	32075.0	CG1738	uncharacterized protein
135079857	XP_063830543.1				
135079801	XP_063830480.1	NP_610666.1	36202.0	CG18335	uncharacterized protein
135086089	XP_063836924.1	NP_608834.1	33649.0	Elp3	Elongator complex protein 3
135079792	XP_063830468.1	NP_650121.1	41433.0	Kyat	Kynurenine aminotransferase
135080115	XP_063830874.1				
135086103	XP_063836948.1				
135079845	XP_063830532.1				
135079809	XP_063830492.1	NP_001097818.1	318653.0	CG31269	uncharacterized protein
135079817	XP_063830502.1	NP_788592.1	40894.0	CG1142	uncharacterized protein
135079824	XP_063830513.1	NP_570046.1	31289.0	CG3603	uncharacterized protein
135086112	XP_063836969.1	NP_611756.1	37668.0	CG9876	uncharacterized protein
135078199	XP_063828859.1				
135078211	XP_063828870.1				
135086113	XP_063836984.1				
135079835	XP_063830523.1				
135080079	XP_063830829.1	NP_476932.1	35398.0	Hr39	Hormone receptor-like in 39
135080173	XP_063830928.1	NP_609966.1	35221.0	Rab9	Rab9
135080184	XP_063830938.1				
135078220	XP_063828881.1	NP_610134.2	35442.0	CG42748	uncharacterized protein
135080192	XP_063830947.1	NP_648213.1	38945.0	GAPcenA	GTPase activating protein and centrosome-associated
135086127	XP_063837002.1				
135080199	XP_063830955.1	NP_610963.1	36604.0	Sin1	SAPK-interacting protein 1
135080219	XP_063830974.1	NP_649966.1	41222.0	CG5359	uncharacterized protein
135080209	XP_063830965.1	NP_725048.1	36234.0	Smyd4-3	SET and MYND domain containing, class 4, member 3
135080247	XP_063831005.1	NP_523697.1	36236.0	Drip	drip
135078229	XP_063828894.1	NP_476986.1	46243.0	poe	purity of essence
135080267	XP_063831027.1	NP_573334.1	32881.0	Usp39	Ubiquitin specific protease 39
135080278	XP_063831038.1	NP_523938.2	38646.0	Txl	Thioredoxin-like
135086136	XP_063837012.1				
135086147	XP_063837023.1				
135078242	XP_063828916.1				
135080287	XP_063831047.1	NP_649611.2	40745.0	Gasp	gasp
135080319	XP_063831052.1				
135078252	XP_063828924.1				
135086156	XP_063837034.1	NP_609339.1	34336.0	obst-B	obstructor-B
135086167	XP_063837046.1	NP_523418.1	33023.0	Peritrophin-A	Peritrophin A
135080333	XP_063831057.1				
