Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_085107.1	8091955	8092887	1	plus	ATP synthase subunit b, mitochondrial	LOC101746302	101746302	protein-coding	XM_004929771.4	XP_004929828.3	281	
NC_085107.1	8093338	8097422	1	plus	actinia tenebrosa protease inhibitors-like	LOC110385849	110385849	protein-coding	XM_062668578.1	XP_062524562.1	166	
NC_085107.1	8114736	8281396	1	plus	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	LOC101741260	101741260	protein-coding	XM_012693628.4	XP_012549082.1	736	
NC_085107.1	8286495	8300429	1	plus	uncharacterized LOC101742576	LOC101742576	101742576	protein-coding	XM_004934250.5	XP_004934307.3	172	
NC_085107.1	8300424	8310382	1	minus	endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	LOC101746534	101746534	protein-coding	XM_004929772.5	XP_004929829.1	579	
NC_085107.1	8316341	8327684	1	plus	myosin-9	LOC101746670	101746670	protein-coding	XM_012693598.4	XP_012549052.2	458	
NC_085107.1	8335990	8343862	1	minus	tyrosine hydroxylase	Th	100270767	protein-coding	NM_001145322.1	NP_001138794.1	561	
NC_085107.1	8422000	8463085	1	plus	juvenile hormone resistence protein II	BmMET2	100141425	protein-coding	NM_001114985.1	NP_001108457.1	808	
NC_085107.1	8463088	8494147	1	minus	BTB/POZ domain-containing protein Tiwaz	LOC101746809	101746809	protein-coding	XM_012693449.4	XP_012548903.2	172	
NC_085107.1	8494191	8536115	1	plus	uncharacterized LOC101746951	LOC101746951	101746951	protein-coding	XM_021350330.3	XP_021206005.2	179	
NC_085107.1	8496859	8500359	1	minus	cold-related protein	LOC100302628	100302628	protein-coding	NM_001163917.1	NP_001157389.1	73	
NC_085107.1	8503438	8517112	1	minus	serine/threonine-protein kinase OSR1	LOC101741399	101741399	protein-coding	XM_038011885.2	XP_037867813.1	811	
NC_085107.1	8539109	8563827	1	plus	putative fatty acyl-CoA reductase CG5065	LOC101741681	101741681	protein-coding	XM_038011900.2	XP_037867828.1	518	
NC_085107.1	8542379	8543272	1	plus	uncharacterized LOC119628955	LOC119628955	119628955	protein-coding	XM_038013103.1	XP_037869031.1	184	
NC_085107.1	8565830	8569350	1	minus	triosephosphate isomerase	Tpi	100146104	protein-coding	NM_001126258.2	NP_001119730.1	248	
NC_085107.1	8570327	8573995	1	plus	geminin-like	LOC101747083	101747083	protein-coding	NM_001279475.1	NP_001266404.1	161	
NC_085107.1	8582897	8598850	1	plus	protein disulfide-isomerase A5	LOC101747219	101747219	protein-coding	XM_021350459.3	XP_021206134.1	664	
NC_085107.1	8608859	8611668	1	plus	uncharacterized LOC101741824	LOC101741824	101741824	protein-coding	XM_038014101.2	XP_037870029.1	531	
NC_085107.1	8621076	8624889	1	minus	uncharacterized LOC101735522	LOC101735522	101735522	protein-coding	XM_021350417.3	XP_021206092.1	751	
NC_085107.1	8640383	8644226	1	plus	uncharacterized LOC101735659	LOC101735659	101735659	protein-coding	XM_004929780.5	XP_004929837.1	128	
NC_085107.1	8650130	8652068	1	minus	protein dissatisfaction-like	LOC119629212	119629212	protein-coding	XM_038014258.2	XP_037870186.1	379	
NC_085107.1	8653480	8657987	1	minus	putative uncharacterized protein DDB_G0287191	LOC101735804	101735804	protein-coding	XM_004929781.5	XP_004929838.1	140	
NC_085107.1	8659106	8661442	1	minus	protein EFR3 homolog cmp44E	LOC101735933	101735933	protein-coding	XM_004929782.5	XP_004929839.1	186	
NC_085107.1	8663451	8676868	1	minus	uncharacterized LOC101736058	LOC101736058	101736058	protein-coding	XM_038013961.2	XP_037869889.1	161	
NC_085107.1	8668875	8669881	1	minus	uncharacterized LOC105842174	LOC105842174	105842174	protein-coding	XM_012693603.3	XP_012549057.1	147	
NC_085107.1	8669888	8680397	1	minus	palmitoyltransferase ZDHHC3	LOC101736195	101736195	protein-coding	XM_004929784.5	XP_004929841.1	308	
NC_085107.1	8682427	8685675	1	plus	uncharacterized LOC692928	LOC692928	692928	protein-coding	NM_001046770.1	NP_001040235.1	176	
NC_085107.1	8690891	8705907	1	plus	retinaldehyde-binding protein 1	LOC101736368	101736368	protein-coding	XM_004929785.4	XP_004929842.1	337	
NC_085107.1	8705901	8723527	1	minus	peptidoglycan-recognition protein SB2	LOC101736487	101736487	protein-coding	XM_021350431.3	XP_021206106.1	261	
NC_085107.1	8734404	8738798	1	plus	insulin-like peptide	BmILP	100653512	protein-coding	NM_001246356.1	NP_001233285.1	112	
NC_085107.1	8738788	8743042	1	minus	uncharacterized LOC101736626	LOC101736626	101736626	protein-coding	XM_004929787.5	XP_004929844.1	420	
NC_085107.1	8764441	8765519	1	plus	thioesterase superfamily member 2	LOC733047	733047	protein-coding	NM_001047039.1	NP_001040504.1	142	
NC_085107.1	8766745	8788509	1	minus	peroxidasin	LOC101736769	101736769	protein-coding	XM_004929788.5	XP_004929845.2	1379	
NC_085107.1	8798253	8816245	1	minus	failed axon connections	LOC101736897	101736897	protein-coding	XM_004929789.4	XP_004929846.1	375	
NC_085107.1	8820006	8845201	1	minus	mediator of RNA polymerase II transcription subunit 23	LOC101737120	101737120	protein-coding	XM_038012039.2	XP_037867967.1	1362	
NC_085107.1	8849884	8866522	1	plus	uncharacterized LOC101741974	LOC101741974	101741974	protein-coding	XM_004929906.5	XP_004929963.2	682	
NC_085107.1	8869193	8883007	1	plus	nuclear receptor subfamily 2 group E member 1	LOC101742114	101742114	protein-coding	XM_021350450.3	XP_021206125.1	544	
NC_085107.1	8890007	8901158	1	plus	proton-coupled folate transporter	LOC101737363	101737363	protein-coding	XM_004929792.4	XP_004929849.1	480	
NC_085107.1	8901264	8910909	1	minus	putative serine protease K12H4.7	LOC101737505	101737505	protein-coding	XM_062668756.1	XP_062524740.1	496	
NC_085107.1	8914887	8931728	1	plus	probable citrate synthase 2, mitochondrial	LOC101737646	101737646	protein-coding	XM_004929794.5	XP_004929851.1	465	
NC_085107.1	8931843	8947719	1	minus	RUS family member 1	LOC101737871	101737871	protein-coding	XM_004929795.5	XP_004929852.1	570	
NC_085107.1	8948831	8949766	1	plus	uncharacterized LOC119628981	LOC119628981	119628981	protein-coding	XM_038013130.1	XP_037869058.1	311	
NC_085107.1	8956477	8964681	1	plus	peptidoglycan-recognition protein LE	LOC101742555	101742555	protein-coding	XM_004929909.5	XP_004929966.1	374	
NC_085107.1	8967648	8990258	1	plus	sodium channel protein Nach	LOC105842165	105842165	protein-coding	XM_021350329.3	XP_021206004.1	586	
NC_085107.1	9004283	9014376	1	plus	sodium/potassium/calcium exchanger 4	LOC101742700	101742700	protein-coding	XM_004929910.4	XP_004929967.2	541	
NC_085107.1	9017263	9020725	1	minus	uncharacterized LOC119628983	LOC119628983	119628983	protein-coding	XM_038013138.1	XP_037869066.1	1023	
NC_085107.1	9029507	9074991	1	minus	neuropeptide receptor B4	NGR-B4	100187556	protein-coding	NM_001134263.2	NP_001127735.1	418	
NC_085107.1	9103412	9124043	1	plus	calaxin	LOC101738006	101738006	protein-coding	XM_004929796.5	XP_004929853.1	222	
NC_085107.1	9159755	9263457	1	plus	SCY1-like protein 2	LOC101742848	101742848	protein-coding	XM_038013757.2	XP_037869685.1	878	
NC_085107.1	9271646	9294903	1	minus	uncharacterized LOC101738134	LOC101738134	101738134	protein-coding	XM_004929797.3	XP_004929854.2	1434	
NC_085107.1	9298568	9303036	1	plus	rotamase Pin1	LOC692898	692898	protein-coding	NM_001046741.1	NP_001040206.1	169	
NC_085107.1	9341362	9355498	1	plus	glutamine synthetase 2 cytoplasmic	LOC101738265	101738265	protein-coding	XM_004929798.5	XP_004929855.2	451	
NC_085107.1	9359828	9378184	1	minus	protein zer-1 homolog	LOC101738622	101738622	protein-coding	XM_004929801.5	XP_004929858.1	767	
NC_085107.1	9387753	9414522	1	minus	toll-like receptor 7	LOC101738493	101738493	protein-coding	XM_004929800.5	XP_004929857.1	670	
NC_085107.1	9432712	9439614	1	plus	cuticular protein tweedle motif 1	CPT1	100379330	protein-coding	NM_001173157.1	NP_001166628.1	476	
NC_085107.1	9455902	9458704	1	plus	ras-related protein Rab-21	LOC101742989	101742989	protein-coding	XM_038011420.2	XP_037867348.1	220	
NC_085107.1	9461145	9469439	1	minus	ATPase family AAA domain-containing protein 3A homolog	LOC119628602	119628602	protein-coding	XM_038011406.2	XP_037867334.1	631	
NC_085107.1	9472064	9482364	1	minus	LITAF domain-containing protein	LOC101738899	101738899	protein-coding	XM_004929804.5	XP_004929861.1	133	
NC_085107.1	9483286	9487956	1	plus	beta-parvin	LOC101739139	101739139	protein-coding	XM_004929805.4	XP_004929862.1	367	
NC_085107.1	9488391	9521456	1	minus	ecotropic viral integration site 5 ortholog	LOC101739551	101739551	protein-coding	XM_012693553.4	XP_012549007.1	840	
NC_085107.1	9522971	9595358	1	plus	insulin-like growth factor-binding protein complex acid labile subunit	LOC101743131	101743131	protein-coding	XM_012693638.4	XP_012549092.1	589	
NC_085107.1	9597053	9600002	1	plus	NADH-ubiquinone oxidoreductase subunit 8	LOC101739695	101739695	protein-coding	XM_004929810.4	XP_004929867.1	245	
NC_085107.1	9705465	9725444	1	minus	MSL1 protein	MSL1	100101213	protein-coding	NM_001099836.1	NP_001093306.1	814	
NC_085107.1	9727153	9747102	1	plus	voltage-gated potassium channel subunit beta-2	LOC101743275	101743275	protein-coding	XM_021350401.3	XP_021206076.1	604	
NC_085107.1	9747399	9752947	1	plus	sodium-coupled monocarboxylate transporter 1	LOC101739837	101739837	protein-coding	XM_004929811.5	XP_004929868.2	604	
NC_085107.1	9753762	9769739	1	minus	sodium/potassium/calcium exchanger 4	LOC101740106	101740106	protein-coding	XM_004929813.5	XP_004929870.2	529	
NC_085107.1	9767643	9777161	1	plus	sodium/potassium/calcium exchanger 4	LOC101739975	101739975	protein-coding	XM_004929812.5	XP_004929869.1	522	
NC_085107.1	9779676	9787427	1	minus	probable RNA-directed DNA polymerase from transposon BS	LOC101740242	101740242	protein-coding	XM_062668952.1	XP_062524936.1	502	
NC_085107.1	9787812	9800376	1	minus	uncharacterized protein DDB_G0284459	LOC101743416	101743416	protein-coding	XM_038011745.2	XP_037867673.1	1035	
NC_085107.1	9802117	9815975	1	plus	ER degradation-enhancing alpha-mannosidase-like protein 3	LOC101740377	101740377	protein-coding	XM_004929815.5	XP_004929872.2	863	
NC_085107.1	9816059	9821754	1	minus	uncharacterized LOC101740601	LOC101740601	101740601	protein-coding	XM_004929817.5	XP_004929874.2	366	
NC_085107.1	9822762	9833675	1	minus	uncharacterized LOC101740738	LOC101740738	101740738	protein-coding	XM_012693620.4	XP_012549074.1	506	
NC_085107.1	9834860	9837669	1	plus	uncharacterized LOC101740877	LOC101740877	101740877	protein-coding	XM_012693619.4	XP_012549073.1	619	
NC_085107.1	9840165	9848718	1	plus	collagen alpha-2(I) chain	LOC101743556	101743556	protein-coding	XM_012693623.4	XP_012549077.2	1704	
NC_085107.1	9850752	9865228	1	minus	ras-GEF domain-containing family member 1B	LOC101741018	101741018	protein-coding	XM_004929820.5	XP_004929877.2	561	
NC_085107.1	9865754	9912504	1	plus	dynein axonemal heavy chain 6	LOC101743697	101743697	protein-coding	XM_021350378.3	XP_021206053.2	4081	
NC_085107.1	9914999	9946834	1	minus	WW domain-containing adapter protein with coiled-coil homolog	LOC101741166	101741166	protein-coding	XM_004929821.5	XP_004929878.1	510	
NC_085107.1	9948921	9950266	1	plus	prefoldin subunit 1	LOC101741311	101741311	protein-coding	XM_004929822.4	XP_004929879.1	138	
NC_085107.1	9955194	9962846	1	plus	uncharacterized oxidoreductase YtbE	LOC101743848	101743848	protein-coding	XM_004929917.5	XP_004929974.1	298	
NC_085107.1	9966223	9984085	1	minus	uncharacterized LOC101743995	LOC101743995	101743995	protein-coding	XM_038013210.2	XP_037869138.2	1948	
NC_085107.1	9980709	10000756	1	plus	ras-specific guanine nucleotide-releasing factor RalGPS1	LOC101741539	101741539	protein-coding	XM_062669061.1	XP_062525045.1	594	
NC_085107.1	10001138	10005549	1	minus	uncharacterized LOC134199699	LOC134199699	134199699	protein-coding	XM_062671163.1	XP_062527147.1	148	
NC_085107.1	10001324	10029730	1	plus	G-protein coupled receptor 52	LOC101744140	101744140	protein-coding	XM_012693446.4	XP_012548900.1	343	
NC_085107.1	10032011	10077142	1	minus	uncharacterized LOC101744279	LOC101744279	101744279	protein-coding	XM_012693633.4	XP_012549087.1	422	
NC_085107.1	10066701	10074506	1	plus	uncharacterized protein DKFZp434B061-like	LOC134199700	134199700	protein-coding	XM_062671175.1	XP_062527159.1	564	
NC_085107.1	10082847	10110979	1	plus	neuralized-like protein 4	LOC101744421	101744421	protein-coding	XM_004929921.5	XP_004929978.3	1683	
NC_085107.1	10113289	10153898	1	minus	neutral endopeptidase 24.11	Nep-L	692506	protein-coding	NM_001043494.1	NP_001036959.1	772	
NC_085107.1	10167774	10171495	1	minus	uncharacterized LOC119629088	LOC119629088	119629088	protein-coding	XM_038013742.2	XP_037869670.1	390	
NC_085107.1	10173478	10259440	1	plus	abnormal cell migration protein 10	LOC101741823	101741823	protein-coding	XM_004929825.5	XP_004929882.1	1044	
NC_085107.1	10260414	10281685	1	plus	uncharacterized LOC101742224	LOC101742224	101742224	protein-coding	XM_012693463.4	XP_012548917.2	437	
NC_085107.1	10266494	10268174	1	plus	uncharacterized LOC101742068	LOC101742068	101742068	protein-coding	XM_004929827.5	XP_004929884.1	232	
NC_085107.1	10285399	10313716	1	minus	eukaryotic translation initiation factor 4 gamma 1	LOC101742358	101742358	protein-coding	XM_038021728.2	XP_037877656.1	1869	
NC_085107.1	10317972	10350019	1	minus	facilitated trehalose transporter Tret1-like	LOC101744714	101744714	protein-coding	XM_004929923.5	XP_004929980.2	546	
NC_085107.1	10334645	10340541	1	plus	uncharacterized LOC101742510	LOC101742510	101742510	protein-coding	XM_004929830.4	XP_004929887.1	378	
NC_085107.1	10368553	10370907	1	minus	Y-box protein	Ybp	692441	protein-coding	NM_001043432.1	NP_001036897.1	259	
NC_085107.1	10381847	10383436	1	minus	uncharacterized LOC134199067	LOC134199067	134199067	protein-coding	XM_062669177.1	XP_062525161.1	155	
NC_085107.1	10387437	10387886	1	minus	uncharacterized LOC105842155	LOC105842155	105842155	protein-coding	XM_012693465.1	XP_012548919.1	149	
NC_085107.1	10389834	10392153	1	plus	catalase	Cat	692456	protein-coding	NM_001043447.1	NP_001036912.1	507	
NC_085107.1	10404701	10417520	1	plus	beta-esterase 2	be2	100174825	protein-coding	NM_001130879.1	NP_001124351.1	572	
NC_085107.1	10417449	10419308	1	minus	alpha-(1,3)-fucosyltransferase C	LOC119628621	119628621	protein-coding	XM_038011593.2	XP_037867521.1	443	
NC_085107.1	10419640	10443817	1	minus	guanine nucleotide-binding protein subunit beta-2	LOC101745147	101745147	protein-coding	XM_038011606.2	XP_037867534.1	345	
NC_085107.1	10442994	10463998	1	plus	procollagen-lysine,2-oxoglutarate 5-dioxygenase	LOC101743038	101743038	protein-coding	XM_004929834.4	XP_004929891.1	734	
NC_085107.1	10454029	10456660	1	minus	immunoglobulin domain-containing protein oig-4	LOC101742897	101742897	protein-coding	XM_004929833.5	XP_004929890.1	162	
NC_085107.1	10463984	10475313	1	minus	uncharacterized LOC101743186	LOC101743186	101743186	protein-coding	XM_012693594.4	XP_012549048.2	207	
NC_085107.1	10480724	10562486	1	plus	potassium channel subfamily T member 2	LOC101745297	101745297	protein-coding	XM_062669180.1	XP_062525164.1	1479	
NC_085107.1	10598074	10618002	1	minus	zinc finger protein 271	LOC101743555	101743555	protein-coding	XM_004929838.5	XP_004929895.2	684	
NC_085107.1	10620702	10652940	1	plus	tetratricopeptide repeat protein 39B	LOC101745437	101745437	protein-coding	XM_012693614.4	XP_012549068.1	624	
NC_085107.1	10663124	10877463	1	plus	frequenin-2	LOC101744185	101744185	protein-coding	XM_038014403.2	XP_037870331.1	197	
NC_085107.1	10780906	10783349	1	minus	cuticular protein tweedle motif 2	CPT2	692496	protein-coding	NM_001043485.1	NP_001036950.1	309	
NC_085107.1	10826535	10827592	1	minus	uncharacterized LOC101744037	LOC101744037	101744037	protein-coding	XM_004929841.5	XP_004929898.2	212	
NC_085107.1	10862613	10870880	1	minus	uncharacterized LOC105842168	LOC105842168	105842168	protein-coding	XM_012693550.4	XP_012549004.1	113	
NC_085107.1	10877453	10880360	1	minus	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial	LOC119629241	119629241	protein-coding	XM_038014425.2	XP_037870353.1	381	
NC_085107.1	10881046	10893373	1	plus	frequenin-2	LOC119629009	119629009	protein-coding	XM_038013321.2	XP_037869249.2	169	
NC_085107.1	10893363	10900336	1	minus	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial	LOC101743792	101743792	protein-coding	XM_004929839.5	XP_004929896.1	507	
NC_085107.1	10904236	10915861	1	plus	vesicle-associated membrane protein-associated protein B	LOC101744330	101744330	protein-coding	XM_004929843.5	XP_004929900.1	279	
NC_085107.1	10921990	10937944	1	minus	uncharacterized LOC101745877	LOC101745877	101745877	protein-coding	XM_012693586.4	XP_012549040.1	1870	
NC_085107.1	10939808	10958958	1	plus	MAGUK p55 subfamily member 7	LOC101746015	101746015	protein-coding	XM_038012413.2	XP_037868341.1	596	
NC_085107.1	10960849	10966391	1	plus	uncharacterized LOC101744665	LOC101744665	101744665	protein-coding	XM_004929847.5	XP_004929904.2	135	
NC_085107.1	10971979	11054789	1	minus	insulin-like growth factor 2 mRNA-binding protein 1	LOC101745047	101745047	protein-coding	XM_004929848.5	XP_004929905.3	559	
NC_085107.1	11059363	11099866	1	minus	uncharacterized LOC101746155	LOC101746155	101746155	protein-coding	XM_004929931.5	XP_004929988.1	473	
NC_085107.1	11104149	11109492	1	plus	uncharacterized LOC101746303	LOC101746303	101746303	protein-coding	XM_012693468.3	XP_012548922.2	239	
NC_085107.1	11111025	11115603	1	plus	uncharacterized LOC101745488	LOC101745488	101745488	protein-coding	XM_004929852.5	XP_004929909.1	450	
NC_085107.1	11116689	11117938	1	plus	uncharacterized LOC101745729	LOC101745729	101745729	protein-coding	XM_004929854.4	XP_004929911.1	116	
NC_085107.1	11119294	11123647	1	plus	uncharacterized LOC101745876	LOC101745876	101745876	protein-coding	XM_004929855.3	XP_004929912.1	211	
NC_085107.1	11130028	11155863	1	plus	proton-coupled amino acid transporter-like protein pathetic	LOC101746014	101746014	protein-coding	XM_004929856.5	XP_004929913.1	464	
NC_085107.1	11157474	11179701	1	minus	USP6 N-terminal-like protein	LOC101746723	101746723	protein-coding	XM_012693612.4	XP_012549066.1	613	
NC_085107.1	11190714	11191091	1	minus	uncharacterized LOC105842156	LOC105842156	105842156	protein-coding	XM_012693469.1	XP_012548923.1	125	
NC_085107.1	11192291	11216195	1	plus	medium-chain specific acyl-CoA dehydrogenase, mitochondrial	LOC101746258	101746258	protein-coding	XM_004929857.4	XP_004929914.1	423	
NC_085107.1	11220549	11310643	1	plus	nuclear hormone receptor FTZ-F1	Ftz-f1	693070	protein-coding	NM_001044063.3	NP_001037528.2	534	
NC_085107.1	11310921	11317449	1	minus	3-hydroxyacyl-CoA dehydrogenase	LOC732961	732961	protein-coding	NM_001046959.1	NP_001040424.1	255	
NC_085107.1	11329677	11338104	1	plus	fibrinogen C domain-containing protein 1	LOC101746998	101746998	protein-coding	XM_021350478.3	XP_021206153.2	532	
NC_085107.1	11337240	11397335	1	minus	polyhomeotic	PH	100529124	protein-coding	NM_001201435.1	NP_001188364.1	1024	
NC_085107.1	11426999	11449514	1	minus	sperm-associated antigen 17	LOC101747134	101747134	protein-coding	XM_038013131.2	XP_037869059.1	1782	
