Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_087088.1	6199698	6200803	1	plus	biogenesis of lysosome-related organelles complex 1 subunit 5	LOC135075300	135075300	protein-coding	XM_063969695.1	XP_063825765.1	155	
NC_087088.1	6200806	6202311	1	plus	transmembrane protein 199	LOC135075292	135075292	protein-coding	XM_063969685.1	XP_063825755.1	318	
NC_087088.1	6210737	6225060	1	plus	protein ref(2)P-like	LOC135087966	135087966	protein-coding	XM_063982837.1	XP_063838907.1	641	
NC_087088.1	6225342	6227555	1	minus	exosome complex component RRP42	LOC135075304	135075304	protein-coding	XM_063969720.1	XP_063825790.1	309	
NC_087088.1	6240078	6245835	1	plus	sodium-coupled monocarboxylate transporter 1-like	LOC135075314	135075314	protein-coding	XM_063969732.1	XP_063825802.1	602	
NC_087088.1	6246752	6248709	1	plus	pancreatic triacylglycerol lipase-like	LOC135075324	135075324	protein-coding	XM_063969740.1	XP_063825810.1	298	
NC_087088.1	6250532	6253274	1	plus	pancreatic triacylglycerol lipase-like	LOC135087900	135087900	protein-coding	XM_063982752.1	XP_063838822.1	298	
NC_087088.1	6254351	6256639	1	plus	pancreatic lipase-related protein 2-like	LOC135087891	135087891	protein-coding	XM_063982739.1	XP_063838809.1	299	
NC_087088.1	6257310	6261591	1	plus	uncharacterized LOC135077117	LOC135077117	135077117	protein-coding	XM_063971683.1	XP_063827753.1	1143	
NC_087088.1	6261866	6262704	1	plus	cuticle protein LPCP-23-like	LOC135088068	135088068	protein-coding	XM_063982954.1	XP_063839024.1	224	
NC_087088.1	6276410	6277947	1	minus	odorant receptor 49b-like	LOC135077129	135077129	protein-coding	XM_063971692.1	XP_063827762.1	391	
NC_087088.1	6287373	6290566	1	plus	pancreatic lipase-related protein 2-like	LOC135075332	135075332	protein-coding	XM_063969753.1	XP_063825823.1	296	
NC_087088.1	6292178	6294942	1	plus	pancreatic triacylglycerol lipase-like	LOC135075338	135075338	protein-coding	XM_063969768.1	XP_063825838.1	334	
NC_087088.1	6297015	6298970	1	plus	phospholipase A1 member A-like	LOC135075343	135075343	protein-coding	XM_063969780.1	XP_063825850.1	334	
NC_087088.1	6307277	6309393	1	plus	pancreatic triacylglycerol lipase-like	LOC135075352	135075352	protein-coding	XM_063969792.1	XP_063825862.1	341	
NC_087088.1	6317852	6319467	1	plus	pancreatic triacylglycerol lipase-like	LOC135075360	135075360	protein-coding	XM_063969803.1	XP_063825873.1	332	
NC_087088.1	6326032	6328493	1	plus	pancreatic triacylglycerol lipase-like	LOC135088009	135088009	protein-coding	XM_063982891.1	XP_063838961.1	331	
NC_087088.1	6337913	6340803	1	plus	sodium-coupled monocarboxylate transporter 1-like	LOC135077149	135077149	protein-coding	XM_063971706.1	XP_063827776.1	294	
NC_087088.1	6354198	6361014	1	plus	hepatic triacylglycerol lipase-like	LOC135077161	135077161	protein-coding	XM_063971716.1	XP_063827786.1	324	
NC_087088.1	6363325	6365727	1	plus	pancreatic lipase-related protein 2-like	LOC135077172	135077172	protein-coding	XM_063971724.1	XP_063827794.1	332	
NC_087088.1	6369404	6371100	1	plus	lipase member H-like	LOC135077182	135077182	protein-coding	XM_063971734.1	XP_063827804.1	251	
NC_087088.1	6371697	6373201	1	plus	lipase member H-like	LOC135077192	135077192	protein-coding	XM_063971745.1	XP_063827815.1	187	
NC_087088.1	6374478	6377087	1	plus	lipase member H-like	LOC135088017	135088017	protein-coding	XM_063982902.1	XP_063838972.1	329	
NC_087088.1	6377188	6395673	1	minus	sodium-coupled monocarboxylate transporter 1-like	LOC135087986	135087986	protein-coding	XM_063982863.1	XP_063838933.1	570	
NC_087088.1	6396200	6398930	1	plus	pancreatic lipase-related protein 2-like	LOC135088028	135088028	protein-coding	XM_063982912.1	XP_063838982.1	311	
NC_087088.1	6398926	6404670	1	minus	uncharacterized LOC135088050	LOC135088050	135088050	protein-coding	XM_063982934.1	XP_063839004.1	262	
NC_087088.1	6410338	6416071	1	plus	histone-lysine N-methyltransferase SETD1A	LOC135087907	135087907	protein-coding	XM_063982763.1	XP_063838833.1	611	
NC_087088.1	6416959	6418925	1	plus	uncharacterized LOC135075365	LOC135075365	135075365	protein-coding	XM_063969814.1	XP_063825884.1	339	
NC_087088.1	6419057	6420764	1	plus	uncharacterized LOC135088038	LOC135088038	135088038	protein-coding	XM_063982921.1	XP_063838991.1	270	
NC_087088.1	6420759	6423341	1	plus	uncharacterized LOC135088057	LOC135088057	135088057	protein-coding	XM_063982946.1	XP_063839016.1	251	
NC_087088.1	6440275	6454560	1	plus	N-alpha-acetyltransferase 35, NatC auxiliary subunit	LOC135076730	135076730	protein-coding	XM_063971154.1	XP_063827224.1	1163	
NC_087088.1	6454704	6456904	1	minus	uncharacterized LOC135088077	LOC135088077	135088077	protein-coding	XM_063982966.1	XP_063839036.1	147	
NC_087088.1	6462394	6463330	1	plus	general odorant-binding protein 56d-like	LOC135088097	135088097	protein-coding	XM_063982987.1	XP_063839057.1	137	
NC_087088.1	6465116	6465457	1	plus	uncharacterized LOC135077203	LOC135077203	135077203	protein-coding	XM_063971752.1	XP_063827822.1	113	
NC_087088.1	6466295	6468193	1	plus	uncharacterized LOC135088086	LOC135088086	135088086	protein-coding	XM_063982977.1	XP_063839047.1	140	
NC_087088.1	6468193	6485587	1	minus	adenylate cyclase type 7-like	LOC135087934	135087934	protein-coding	XM_063982797.1	XP_063838867.1	1194	
NC_087088.1	6503068	6583401	1	plus	protein artichoke-like	LOC135087917	135087917	protein-coding	XM_063982775.1	XP_063838845.1	576	
NC_087088.1	6746548	6753467	1	minus	larval cuticle protein LCP-30-like	LOC135087925	135087925	protein-coding	XM_063982784.1	XP_063838854.1	198	
NC_087088.1	6764574	6770231	1	plus	uncharacterized LOC135077224	LOC135077224	135077224	protein-coding	XM_063971768.1	XP_063827838.1	1489	
NC_087088.1	6770924	6774401	1	plus	uncharacterized LOC135087999	LOC135087999	135087999	protein-coding	XM_063982881.1	XP_063838951.1	355	
NC_087088.1	6809992	6811675	1	plus	uncharacterized LOC135077235	LOC135077235	135077235	protein-coding	XM_063971778.1	XP_063827848.1	493	
NC_087088.1	6937919	6940702	1	minus	odorant receptor 2a-like	LOC135075386	135075386	protein-coding	XM_063969832.1	XP_063825902.1	403	
NC_087088.1	6942010	6943938	1	minus	odorant receptor 2a-like	LOC135075377	135075377	protein-coding	XM_063969825.1	XP_063825895.1	389	
NC_087088.1	6968227	7000128	1	plus	queuine tRNA-ribosyltransferase accessory subunit 2	LOC135088170	135088170	protein-coding	XM_063983062.1	XP_063839132.1	430	
NC_087088.1	6985583	7264407	1	minus	very low-density lipoprotein receptor	LOC135088130	135088130	protein-coding	XM_063983015.1	XP_063839085.1	908	
NC_087088.1	7332404	7356740	1	plus	facilitated trehalose transporter Tret1-like	LOC135088190	135088190	protein-coding	XM_063983084.1	XP_063839154.1	471	
NC_087088.1	7366307	7383175	1	plus	facilitated trehalose transporter Tret1-like	LOC135088220	135088220	protein-coding	XM_063983105.1	XP_063839175.1	483	
NC_087088.1	7383246	7396142	1	minus	myrosinase 1-like	LOC135088207	135088207	protein-coding	XM_063983096.1	XP_063839166.1	530	
NC_087088.1	7402042	7416444	1	plus	sodium/hydrogen exchanger 6	LOC135088241	135088241	protein-coding	XM_063983125.1	XP_063839195.1	708	
NC_087088.1	7414085	7418565	1	minus	metallo-beta-lactamase domain-containing protein 1	LOC135088231	135088231	protein-coding	XM_063983113.1	XP_063839183.1	215	
NC_087088.1	7419023	7432466	1	plus	aspartyl/asparaginyl beta-hydroxylase	LOC135088253	135088253	protein-coding	XM_063983133.1	XP_063839203.1	1107	
NC_087088.1	7432550	7437009	1	minus	uncharacterized LOC135088271	LOC135088271	135088271	protein-coding	XM_063983151.1	XP_063839221.1	414	
NC_087088.1	7437444	7438519	1	plus	ubiquitin carboxyl-terminal hydrolase isozyme L3	LOC135075393	135075393	protein-coding	XM_063969841.1	XP_063825911.1	230	
NC_087088.1	7439710	7445272	1	minus	major facilitator superfamily domain-containing protein 12-like	LOC135088290	135088290	protein-coding	XM_063983161.1	XP_063839231.1	465	
NC_087088.1	7459454	7461872	1	plus	GPI transamidase component PIG-T	LOC135088302	135088302	protein-coding	XM_063983169.1	XP_063839239.1	556	
NC_087088.1	7462070	7470052	1	plus	titin-like	LOC135077245	135077245	protein-coding	XM_063971786.1	XP_063827856.1	1331	
NC_087088.1	7494161	7496089	1	minus	uncharacterized LOC135077255	LOC135077255	135077255	protein-coding	XM_063971794.1	XP_063827864.1	642	
NC_087088.1	7496986	7500815	1	minus	uncharacterized LOC135077263	LOC135077263	135077263	protein-coding	XM_063971800.1	XP_063827870.1	1208	
NC_087088.1	7501449	7505782	1	minus	ras-related GTP-binding protein C	LOC135075408	135075408	protein-coding	XM_063969854.1	XP_063825924.1	388	
NC_087088.1	7520429	7523259	1	minus	THAP domain-containing protein 5-like	LOC135088314	135088314	protein-coding	XM_063983173.1	XP_063839243.1	179	
NC_087088.1	7523642	7564149	1	plus	phosphatidate phosphatase LPIN2	LOC135088326	135088326	protein-coding	XM_063983180.1	XP_063839250.1	987	
NC_087088.1	7565205	7566707	1	minus	mRNA turnover protein 4 homolog	LOC135075421	135075421	protein-coding	XM_063969866.1	XP_063825936.1	242	
NC_087088.1	7567824	7576163	1	plus	14-3-3 protein zeta	LOC135088360	135088360	protein-coding	XM_063983212.1	XP_063839282.1	290	
NC_087088.1	7580295	7581741	1	minus	uncharacterized LOC135088403	LOC135088403	135088403	protein-coding	XM_063983246.1	XP_063839316.1	347	
NC_087088.1	7584040	7595690	1	plus	A disintegrin and metalloproteinase with thrombospondin motifs 10-like	LOC135077271	135077271	protein-coding	XM_063971810.1	XP_063827880.1	535	
NC_087088.1	7598706	7604206	1	plus	uncharacterized LOC135075430	LOC135075430	135075430	protein-coding	XM_063969873.1	XP_063825943.1	143	
NC_087088.1	7616144	7636927	1	plus	carbonic anhydrase 1	LOC135088458	135088458	protein-coding	XM_063983277.1	XP_063839347.1	263	
NC_087088.1	7642436	7663071	1	plus	piggyBac transposable element-derived protein 4-like	LOC135088419	135088419	protein-coding	XM_063983247.1	XP_063839317.1	855	
NC_087088.1	7684242	7687782	1	minus	uncharacterized LOC135088442	LOC135088442	135088442	protein-coding	XM_063983257.1	XP_063839327.1	346	
NC_087088.1	7709643	7743556	1	minus	histone-lysine N-methyltransferase, H3 lysine-79 specific	LOC135071060	135071060	protein-coding	XM_063968281.1	XP_063824351.1	1251	
NC_087088.1	7743996	7750153	1	plus	uncharacterized LOC135088466	LOC135088466	135088466	protein-coding	XM_063983294.1	XP_063839364.1	1825	
NC_087088.1	7749936	7751651	1	minus	ankyrin repeat domain-containing protein 49-like	LOC135088476	135088476	protein-coding	XM_063983304.1	XP_063839374.1	240	
NC_087088.1	7763458	7766473	1	minus	probable ATP-dependent RNA helicase Dbp73D	LOC135088487	135088487	protein-coding	XM_063983315.1	XP_063839385.1	608	
NC_087088.1	7774250	7791951	1	plus	cullin-associated NEDD8-dissociated protein 1	LOC135080218	135080218	protein-coding	XM_063978161.1	XP_063834231.1	1376	
NC_087088.1	7792175	7824490	1	minus	uncharacterized LOC135088497	LOC135088497	135088497	protein-coding	XM_063983325.1	XP_063839395.1	2389	
NC_087088.1	7824932	7829008	1	minus	sialic acid synthase	LOC135088530	135088530	protein-coding	XM_063983374.1	XP_063839444.1	349	
NC_087088.1	7829110	7836613	1	minus	hydroxymethylglutaryl-CoA lyase, mitochondrial	LOC135088543	135088543	protein-coding	XM_063983383.1	XP_063839453.1	334	
NC_087088.1	7837235	7839487	1	plus	protein KRTCAP2 homolog	LOC135088553	135088553	protein-coding	XM_063983394.1	XP_063839464.1	131	
NC_087088.1	7839581	7843221	1	minus	rab11 family-interacting protein 2	LOC135088523	135088523	protein-coding	XM_063983362.1	XP_063839432.1	464	
NC_087088.1	7881577	7883215	1	plus	uncharacterized LOC135075443	LOC135075443	135075443	protein-coding	XM_063969886.1	XP_063825956.1	320	
NC_087088.1	7890052	7928517	1	minus	uncharacterized LOC135071076	LOC135071076	135071076	protein-coding	XM_063964832.1	XP_063820902.1	216	
NC_087088.1	8036556	8038335	1	plus	putative nuclease HARBI1	LOC135075458	135075458	protein-coding	XM_063969901.1	XP_063825971.1	351	
NC_087088.1	8092232	8100189	1	minus	snurportin-1	LOC135088566	135088566	protein-coding	XM_063983414.1	XP_063839484.1	469	
NC_087088.1	8104708	8126159	1	plus	integrator complex subunit 6-B	LOC135088645	135088645	protein-coding	XM_063983572.1	XP_063839642.1	1013	
NC_087088.1	8172117	8177951	1	minus	uncharacterized LOC135075476	LOC135075476	135075476	protein-coding	XM_063969918.1	XP_063825988.1	184	
NC_087088.1	8258655	8412924	1	minus	lachesin-like	LOC135088652	135088652	protein-coding	XM_063964812.1	XP_063820882.1	409	
NC_087088.1	8417279	8429734	1	plus	monocarboxylate transporter 9-like	LOC135088572	135088572	protein-coding	XM_063983427.1	XP_063839497.1	545	
NC_087088.1	8450868	8451776	1	minus	uncharacterized LOC135087761	LOC135087761	135087761	protein-coding	XM_063982927.1	XP_063838997.1	302	
NC_087088.1	8497856	8534746	1	plus	lachesin-like	LOC135088583	135088583	protein-coding	XM_063983460.1	XP_063839530.1	448	
NC_087088.1	8500519	8501460	1	plus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like	LOC135075507	135075507	protein-coding	XM_063969943.1	XP_063826013.1	264	
NC_087088.1	8579553	8673482	1	plus	lachesin	LOC135075522	135075522	protein-coding	XM_063969949.1	XP_063826019.1	411	
NC_087088.1	8682042	8684174	1	plus	secretory phospholipase A2 receptor-like	LOC135071061	135071061	protein-coding	XM_063965164.1	XP_063821234.1	307	
NC_087088.1	8758637	8763994	1	minus	G2/mitotic-specific cyclin-B	LOC135088588	135088588	protein-coding	XM_063983485.1	XP_063839555.1	517	
NC_087088.1	8769140	8773350	1	plus	guanylate kinase	LOC135088592	135088592	protein-coding	XM_063983498.1	XP_063839568.1	208	
NC_087088.1	8776641	8778671	1	minus	uncharacterized LOC135075554	LOC135075554	135075554	protein-coding	XM_063969978.1	XP_063826048.1	425	
NC_087088.1	8780903	8785737	1	minus	uncharacterized LOC135075565	LOC135075565	135075565	protein-coding	XM_063969988.1	XP_063826058.1	375	
NC_087088.1	8788029	8800324	1	minus	uncharacterized LOC135071094	LOC135071094	135071094	protein-coding	XM_063964855.1	XP_063820925.1	123	
NC_087088.1	8800816	8801543	1	minus	small proline-rich protein 2B-like	LOC135075575	135075575	protein-coding	XM_063969999.1	XP_063826069.1	141	
NC_087088.1	8801654	8803139	1	plus	DBF4-type zinc finger-containing protein 2 homolog	LOC135075584	135075584	protein-coding	XM_063970008.1	XP_063826078.1	239	
NC_087088.1	8814973	8817552	1	plus	uncharacterized LOC135071086	LOC135071086	135071086	protein-coding	XM_063964841.1	XP_063820911.1	184	
NC_087088.1	8822720	8824222	1	plus	keratin-associated protein 5-3-like	LOC135075608	135075608	protein-coding	XM_063970026.1	XP_063826096.1	265	
NC_087088.1	8833422	8869799	1	plus	myosin-IIIb-like	LOC135088607	135088607	protein-coding	XM_063983517.1	XP_063839587.1	1466	
NC_087088.1	8874480	8959688	1	plus	alpha-catulin	LOC135071970	135071970	protein-coding	XM_063966205.1	XP_063822275.1	738	
NC_087088.1	8968876	8988202	1	minus	septin-7	LOC135071113	135071113	protein-coding	XM_063964886.1	XP_063820956.1	678	
NC_087088.1	9005031	9007154	1	plus	regulator of microtubule dynamics protein 1-like	LOC135071137	135071137	protein-coding	XM_063964909.1	XP_063820979.1	299	
NC_087088.1	9008966	9010535	1	plus	uncharacterized LOC135075620	LOC135075620	135075620	protein-coding	XM_063970033.1	XP_063826103.1	401	
NC_087088.1	9010917	9020216	1	minus	phospholipid scramblase 2-like	LOC135071147	135071147	protein-coding	XM_063964921.1	XP_063820991.1	343	
NC_087088.1	9020754	9022372	1	plus	ras-related protein Rap-2c	LOC135071159	135071159	protein-coding	XM_063964932.1	XP_063821002.1	181	
NC_087088.1	9039893	9041149	1	plus	uncharacterized LOC135072850	LOC135072850	135072850	protein-coding	XM_063967203.1	XP_063823273.1	227	
NC_087088.1	9084640	9086938	1	minus	gamma-interferon-inducible lysosomal thiol reductase-like	LOC135071177	135071177	protein-coding	XM_063964948.1	XP_063821018.1	245	
NC_087088.1	9087016	9088694	1	minus	gamma-interferon-inducible lysosomal thiol reductase-like	LOC135071204	135071204	protein-coding	XM_063964983.1	XP_063821053.1	227	
NC_087088.1	9088839	9090793	1	minus	GILT-like protein 2	LOC135071187	135071187	protein-coding	XM_063964959.1	XP_063821029.1	229	
NC_087088.1	9091174	9094567	1	minus	GILT-like protein 2	LOC135073730	135073730	protein-coding	XM_063968282.1	XP_063824352.1	227	
NC_087088.1	9103585	9104981	1	plus	GILT-like protein 1	LOC135075631	135075631	protein-coding	XM_063970040.1	XP_063826110.1	250	
NC_087088.1	9119198	9122385	1	minus	GILT-like protein 2	LOC135071196	135071196	protein-coding	XM_063964971.1	XP_063821041.1	229	
NC_087088.1	9123402	9154918	1	minus	GILT-like protein 2	LOC135074602	135074602	protein-coding	XM_063969286.1	XP_063825356.1	185	
NC_087088.1	9128399	9130328	1	plus	GILT-like protein 1	LOC135075640	135075640	protein-coding	XM_063970049.1	XP_063826119.1	249	
NC_087088.1	9160007	9168630	1	plus	uncharacterized LOC135071214	LOC135071214	135071214	protein-coding	XM_063964992.1	XP_063821062.1	831	
NC_087088.1	9169059	9216270	1	plus	RING-box protein 2	LOC135071328	135071328	protein-coding	XM_063965124.1	XP_063821194.1	111	
NC_087088.1	9169810	9174153	1	minus	facilitated trehalose transporter Tret1-like	LOC135075648	135075648	protein-coding	XM_063970062.1	XP_063826132.1	491	
NC_087088.1	9179457	9186709	1	minus	facilitated trehalose transporter Tret1-like	LOC135071246	135071246	protein-coding	XM_063965034.1	XP_063821104.1	633	
NC_087088.1	9205173	9210067	1	plus	uncharacterized LOC135071274	LOC135071274	135071274	protein-coding	XM_063965068.1	XP_063821138.1	1068	
NC_087088.1	9232250	9236087	1	plus	uncharacterized LOC135075520	LOC135075520	135075520	protein-coding	XM_063970278.1	XP_063826348.1	1263	
NC_087088.1	9240032	9250691	1	minus	uncharacterized LOC135071258	LOC135071258	135071258	protein-coding	XM_063965046.1	XP_063821116.1	786	
NC_087088.1	9250789	9253379	1	minus	phosphatidylinositol glycan anchor biosynthesis class U protein	LOC135071263	135071263	protein-coding	XM_063965058.1	XP_063821128.1	429	
NC_087088.1	9254014	9261510	1	minus	uncharacterized LOC135075656	LOC135075656	135075656	protein-coding	XM_063970075.1	XP_063826145.1	252	
NC_087088.1	9265035	9278943	1	plus	transmembrane protease serine 9-like	LOC135071318	135071318	protein-coding	XM_063965113.1	XP_063821183.1	530	
NC_087088.1	9278937	9285789	1	minus	serine/threonine-protein kinase greatwall	LOC135071291	135071291	protein-coding	XM_063965084.1	XP_063821154.1	774	
NC_087088.1	9286823	9289006	1	plus	splicing factor 45	LOC135071364	135071364	protein-coding	XM_063965156.1	XP_063821226.1	392	
